n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
 153  drift     40.13000        8.35570        0.01841        0.27512        0.27688        0.85250        0.81144        1.87461       10.01111        0.00125           0.11395             0.19087             0.23136             0.11347             0.19011             0.23184             2.36144             4.93599             7.46747          0.10856        0.15531       -0.03177        0.06932        0.13423       -5.36278        0.15398        0.35664        0.16840        0.36273        0.54298          17.00130              0.0        100001.0
 154  cav       40.49000        8.64054       -0.10083        0.27139        0.27311        0.85925        0.78307        1.93635       10.13030        0.00105           0.11392             0.19056             0.23126             0.11350             0.19014             0.23216             2.36559             4.99379             7.42019          0.11352        0.20573       -0.02595        0.05570        0.13659       -5.32020       -0.12041        0.35326       -0.10775        0.35905        0.16087          18.74737              0.0        100001.0
 155  drift     40.73000        8.64054       -0.10086        0.27432        0.27577        0.87596        0.78384        1.95294       10.08227        0.00105           0.11391             0.19055             0.23097             0.11349             0.19005             0.23234             2.36518             4.98826             7.41198          0.11846        0.20579       -0.02462        0.05569        0.13659       -5.23391       -0.19602        0.36094       -0.18211        0.36611        0.21352          19.07326              0.0        100001.0
 156  cav       41.09000        8.93865       -0.19759        0.28001        0.28136        0.89811        0.79738        1.96529        9.92631        0.00101           0.11387             0.19036             0.23101             0.11349             0.19005             0.23319             2.37147             5.06038             7.73759          0.12550        0.24085       -0.01954        0.03030        0.13901       -5.05563       -0.48480        0.38285       -0.47179        0.38786       -0.23968          19.94810              0.0        100001.0
 157  drift     41.16000        8.93864       -0.19760        0.28254        0.28381        0.90586        0.80521        1.95968        9.85981        0.00101           0.11387             0.19039             0.23106             0.11348             0.19014             0.23330             2.37133             5.05676             7.73204          0.12719        0.24087       -0.01933        0.03030        0.13901       -5.00719       -0.50925        0.38982       -0.49574        0.39465       -0.22514          19.83547              0.0        100001.0
 158  drift     41.26500        8.93864       -0.19762        0.28654        0.28767        0.91752        0.81700        1.95190        9.76019        0.00101           0.11387             0.19023             0.23114             0.11348             0.19004             0.23347             2.37112             5.05923             7.72401          0.12972        0.24089       -0.01901        0.03030        0.13901       -4.93453       -0.54598        0.40092       -0.53172        0.40546       -0.20340          19.67997              0.0        100001.0
 159  sol3d     41.76500        8.93863       -0.19780        0.28741        0.28836        0.91891        0.85794        1.92507        9.36174        0.00101           0.11434             0.19029             0.23291             0.11314             0.18991             0.23769             2.37005             5.05066             7.69918          0.12247       -0.01574       -0.05843        0.09219        0.13901       -4.58671        0.46916        0.40167        0.51547        0.40865       -0.10242          19.15135              0.0        100001.0
 160  drift     41.92000        8.93862       -0.19785        0.28245        0.28297        0.90626        0.83420        1.92036        9.24212        0.00101           0.11434             0.19028             0.23319             0.11314             0.19007             0.23788             2.36978             5.04497             7.69050          0.12223       -0.01570       -0.05700        0.09217        0.13901       -4.47934        0.41819        0.38795        0.46353        0.39351       -0.07080          19.06001              0.0        100001.0
 161  cav       42.28000        9.23754       -0.25669        0.27165        0.27148        0.87309        0.77994        1.89944        8.90204        0.00109           0.11431             0.19019             0.23336             0.11312             0.19030             0.23907             2.37367             5.10423             7.98784          0.12101        0.03399       -0.05011        0.06723        0.14136       -4.21632        0.14625        0.36502        0.18682        0.36841       -0.47905          19.25031              0.0        100001.0
 162  drift     42.52000        9.23753       -0.25679        0.26971        0.26884        0.86300        0.76431        1.86236        8.56676        0.00109           0.11432             0.19033             0.23381             0.11312             0.19014             0.23947             2.37333             5.09755             7.97738          0.12183        0.03405       -0.04849        0.06721        0.14136       -4.00413        0.07316        0.35982        0.11343        0.36127       -0.42220          18.50876              0.0        100001.0
 163  cav       42.88000        9.53727       -0.28100        0.26779        0.26620        0.84354        0.74899        1.80343        8.01868        0.00125           0.11432             0.19059             0.23357             0.11312             0.19019             0.24044             2.37689             5.12402             8.22475          0.12225        0.08419       -0.04275        0.06004        0.14367       -3.67203       -0.16875        0.36047       -0.13002        0.36002       -0.73558          17.89646              0.0        100001.0
 164  drift     43.12000        9.53726       -0.28110        0.27146        0.26917        0.84161        0.76242        1.74519        7.60663        0.00125           0.11433             0.19063             0.23390             0.11312             0.19019             0.24075             2.37676             5.12151             8.22073          0.12427        0.08424       -0.04130        0.06003        0.14367       -3.44346       -0.24305        0.37041       -0.20364        0.36808       -0.66242          16.76022              0.0        100001.0
 165  cav       43.48000        9.83161       -0.33727        0.27788        0.27491        0.85063        0.77716        1.65632        6.98613        0.00144           0.11440             0.19069             0.23368             0.11316             0.19053             0.24149             2.37793             5.11887             8.37785          0.12644        0.12713       -0.03607        0.04916        0.14592       -3.09774       -0.50156        0.39397       -0.46116        0.38982       -0.90848          15.56375              0.0        100001.0
 166  drift     43.55000        9.83161       -0.33729        0.28040        0.27723        0.85748        0.78319        1.63390        6.84663        0.00144           0.11440             0.19085             0.23360             0.11316             0.19056             0.24152             2.37795             5.11900             8.37807          0.12733        0.12715       -0.03573        0.04915        0.14592       -3.01896       -0.52540        0.40117       -0.48454        0.39644       -0.88034          15.14517              0.0        100001.0
 167  drift     43.65500        9.83161       -0.33730        0.28437        0.28090        0.87012        0.79226        1.60104        6.63747        0.00144           0.11440             0.19080             0.23354             0.11316             0.19034             0.24155             2.37797             5.11929             8.37855          0.12866        0.12717       -0.03521        0.04915        0.14592       -2.90078       -0.56121        0.41258       -0.51965        0.40699       -0.83822          14.54200              0.0        100001.0
 168  sol3d     44.15500        9.83158       -0.33751        0.28784        0.28296        0.87841        0.81239        1.45894        5.67113        0.00143           0.11463             0.19069             0.24733             0.11317             0.19024             0.24900             2.37820             5.12497             8.37413          0.11326       -0.10110       -0.06728        0.16678        0.14592       -2.33641        0.37887        0.42188        0.40276        0.41296       -0.63812          12.07396              0.0        100001.0
 169  drift     44.31000        9.83159       -0.33747        0.28406        0.27891        0.87087        0.79755        1.42043        5.42058        0.00143           0.11463             0.19076             0.24710             0.11316             0.19026             0.24871             2.37821             5.12533             8.37472          0.11169       -0.10107       -0.06470        0.16676        0.14592       -2.16187        0.33338        0.41087        0.35567        0.40123       -0.57644          11.44505              0.0        100001.0
 170  cav       44.67000       10.12546       -0.37436        0.27551        0.27016        0.84899        0.77754        1.33743        4.81903        0.00153           0.11471             0.19105             0.24779             0.11322             0.19043             0.24892             2.37570             5.06846             8.35002          0.10752       -0.06053       -0.05529        0.13554        0.14812       -1.75328        0.09783        0.39205        0.11858        0.38194       -0.65104          10.46467              0.0        100001.0
 171  drift     44.91000       10.12548       -0.37421        0.27445        0.26876        0.84469        0.77992        1.27586        4.47345        0.00152           0.11471             0.19097             0.24737             0.11322             0.19030             0.24843             2.37561             5.06880             8.35058          0.10606       -0.06049       -0.05204        0.13552        0.14812       -1.45802        0.03017        0.38907        0.04905        0.37801       -0.54127           9.52371              0.0        100001.0
 172  cav       45.27000       10.37083       -0.39924        0.27506        0.26920        0.85686        0.79103        1.18596        4.04691        0.00168           0.11477             0.19131             0.24717             0.11327             0.19062             0.24787             2.37363             5.03044             8.30105          0.10404        0.00194       -0.04483        0.10053        0.14994       -0.99275       -0.27970        0.39534       -0.25964        0.38373       -0.65540           8.43747              0.0        100001.0
 173  drift     46.00000       10.37086       -0.39893        0.29428        0.28769        0.94052        0.87324        1.02476        3.27985        0.00168           0.11476             0.19117             0.24540             0.11325             0.19045             0.24638             2.37373             5.03468             8.30805          0.10419        0.00209       -0.03750        0.10048        0.14994       -0.04668       -0.50090        0.45259       -0.48459        0.43833       -0.24688           6.29938              0.0        100001.0
 174  drift     46.10500       10.37086       -0.39893        0.29779        0.29113        0.95265        0.88544        1.01262        3.18115        0.00168           0.11475             0.19100             0.24518             0.11324             0.19033             0.24623             2.37375             5.03510             8.30874          0.10421        0.00211       -0.03644        0.10048        0.14994        0.08936       -0.53301        0.46347       -0.51724        0.44887       -0.18838           6.15097              0.0        100001.0
 175  sol3d     46.60500       10.37082       -0.39928        0.29745        0.29284        0.92050        0.91484        0.99922        3.37175        0.00167           0.11473             0.19100             0.23609             0.11346             0.19109             0.24721             2.37369             5.03208             8.31749          0.08419       -0.15757       -0.05745        0.21271        0.14994        0.73890        0.48553        0.46250        0.47072        0.45330        0.08875           5.98937              0.0        100001.0
 176  drift     46.76000       10.37082       -0.39937        0.29281        0.28833        0.90879        0.90157        1.01031        3.55225        0.00168           0.11473             0.19103             0.23584             0.11346             0.19122             0.24705             2.37372             5.03203             8.31741          0.08175       -0.15757       -0.05415        0.21270        0.14994        0.93995        0.43992        0.44820        0.42477        0.43947        0.17489           6.12300              0.0        100001.0
 177  cav       47.12000       10.63034       -0.36746        0.28311        0.27929        0.88145        0.86797        1.05004        4.05188        0.00157           0.11472             0.19115             0.23540             0.11345             0.19110             0.24689             2.37323             5.03675             8.27052          0.07587       -0.12722       -0.04394        0.18471        0.15179        1.38984        0.14485        0.42420        0.12956        0.41746        0.17858           6.77878              0.0        100001.0
 178  drift     47.36000       10.63032       -0.36763        0.28132        0.27775        0.87723        0.85757        1.07820        4.43673        0.00157           0.11472             0.19102             0.23525             0.11344             0.19086             0.24691             2.37321             5.03597             8.26925          0.07282       -0.12721       -0.03950        0.18470        0.15179        1.67277        0.08110        0.41885        0.06513        0.41287        0.29773           7.14725              0.0        100001.0
 179  cav       47.72000       10.91534       -0.33658        0.27911        0.27626        0.86656        0.83914        1.13693        5.01450        0.00146           0.11470             0.19095             0.23516             0.11342             0.19099             0.24708             2.37322             5.04054             8.23618          0.06778       -0.10706       -0.02990        0.16109        0.15380        2.08888       -0.13989        0.41782       -0.15759        0.41396        0.31216           8.15761              0.0        100001.0
 180  drift     47.96000       10.91533       -0.33669        0.28187        0.27931        0.86888        0.84243        1.17493        5.38863        0.00146           0.11470             0.19100             0.23523             0.11342             0.19093             0.24732             2.37315             5.04018             8.23559          0.06522       -0.10704       -0.02604        0.16108        0.15380        2.34452       -0.20381        0.42612       -0.22238        0.42314        0.41587           8.71232              0.0        100001.0
 181  cav       48.32000       11.20846       -0.30991        0.28590        0.28411        0.86853        0.83980        1.24510        5.99362        0.00135           0.11467             0.19103             0.23555             0.11340             0.19079             0.24778             2.37324             5.04895             8.20967          0.06117       -0.09316       -0.01718        0.15290        0.15584        2.73153       -0.39552        0.44432       -0.41707        0.44370        0.42302          10.04377              0.0        100001.0
 182  drift     48.39000       11.20846       -0.30991        0.28772        0.28602        0.87289        0.84210        1.25688        6.10962        0.00135           0.11468             0.19108             0.23561             0.11340             0.19087             0.24789             2.37325             5.04922             8.21011          0.06052       -0.09316       -0.01611        0.15290        0.15584        2.79924       -0.41517        0.44999       -0.43704        0.44969        0.44907          10.23459              0.0        100001.0
 183  drift     48.49500       11.20846       -0.30991        0.29060        0.28902        0.87944        0.84557        1.27563        6.28368        0.00135           0.11468             0.19094             0.23572             0.11340             0.19075             0.24805             2.37328             5.04971             8.21091          0.05954       -0.09315       -0.01450        0.15290        0.15584        2.90081       -0.44469        0.45903       -0.46702        0.45918        0.48816          10.54218              0.0        100001.0
 184  sol3d     48.99500       11.20847       -0.30983        0.28930        0.28954        0.87499        0.83975        1.38125        7.11359        0.00135           0.11450             0.19094             0.24231             0.11381             0.19194             0.24702             2.37345             5.04424             8.21537          0.04830       -0.09092       -0.01815        0.22749        0.15584        3.38564        0.47904        0.45566        0.47970        0.45918        0.67504          12.35922              0.0        100001.0
 185  drift     49.15000       11.20847       -0.30978        0.28478        0.28504        0.85512        0.81859        1.41887        7.37125        0.00135           0.11450             0.19090             0.24256             0.11381             0.19190             0.24729             2.37353             5.04536             8.21720          0.04689       -0.09091       -0.01462        0.22749        0.15584        3.53552        0.43409        0.44152        0.43502        0.44501        0.73327          13.04126              0.0        100001.0
 186  cav       49.51000       11.50246       -0.25987        0.27386        0.27447        0.81331        0.77362        1.51085        7.96237        0.00120           0.11446             0.19105             0.24276             0.11376             0.19204             0.24779             2.37132             5.05718             8.14361          0.04337       -0.08552       -0.00328        0.22657        0.15784        3.87931        0.24972        0.41370        0.24871        0.41808        0.66770          15.18129              0.0        100001.0
 187  drift     49.75000       11.50247       -0.25977        0.27042        0.27107        0.79514        0.76102        1.56190        8.28121        0.00120           0.11446             0.19112             0.24315             0.11377             0.19210             0.24819             2.37135             5.05729             8.14378          0.04132       -0.08550        0.00216        0.22657        0.15784        4.07136        0.18313        0.40335        0.18276        0.40777        0.74096          16.22424              0.0        100001.0
 188  cav       50.11000       11.79672       -0.19378        0.26529        0.26626        0.77578        0.73501        1.64336        8.78098        0.00105           0.11441             0.19103             0.24335             0.11373             0.19169             0.24863             2.36713             5.04455             8.00722          0.03774       -0.07377        0.01302        0.22900        0.15981        4.35722        0.01549        0.39322        0.01354        0.39846        0.63204          18.44097              0.0        100001.0
 189  drift     50.35000       11.79673       -0.19369        0.26559        0.26658        0.77077        0.73594        1.68590        9.03575        0.00106           0.11441             0.19097             0.24358             0.11373             0.19164             0.24888             2.36696             5.04165             8.00261          0.03597       -0.07376        0.01851        0.22900        0.15981        4.49859       -0.05066        0.39411       -0.05185        0.39943        0.69123          19.40940              0.0        100001.0
 190  cav       50.71000       12.08257       -0.10101        0.26643        0.26770        0.75872        0.74110        1.75073        9.42897        0.00090           0.11434             0.19097             0.24421             0.11368             0.19151             0.24903             2.36136             4.98755             7.80524          0.03302       -0.06721        0.02940        0.22822        0.16167        4.70082       -0.23474        0.40145       -0.23819        0.40764        0.46643          21.46888              0.0        100001.0
 191  drift     50.78000       12.08257       -0.10099        0.26756        0.26884        0.76047        0.74336        1.75882        9.47574        0.00090           0.11434             0.19097             0.24420             0.11368             0.19152             0.24905             2.36127             4.98590             7.80267          0.03255       -0.06721        0.03100        0.22822        0.16167        4.72206       -0.25461        0.40488       -0.25783        0.41112        0.47958          21.66854              0.0        100001.0
 192  drift     50.88500       12.08258       -0.10097        0.26943        0.27071        0.76454        0.74677        1.77131        9.54598        0.00090           0.11434             0.19094             0.24417             0.11368             0.19153             0.24907             2.36113             4.98332             7.79862          0.03185       -0.06720        0.03339        0.22823        0.16167        4.75393       -0.28443        0.41056       -0.28730        0.41685        0.49935          21.97856              0.0        100001.0
 193  sol3d     51.38500       12.08258       -0.10093        0.26744        0.26707        0.76697        0.77012        1.83632        9.88221        0.00090           0.11398             0.19048             0.23780             0.11417             0.19067             0.24259             2.36079             4.98004             7.78132          0.04094        0.00569        0.03512        0.14220        0.16167        4.90658        0.44300        0.40578        0.45453        0.40401        0.59491          23.62496              0.0        100001.0
 194  drift     51.54000       12.08258       -0.10090        0.26313        0.26264        0.75735        0.76205        1.85826        9.98667        0.00091           0.11398             0.19057             0.23762             0.11417             0.19060             0.24249             2.36054             4.97469             7.77295          0.04103        0.00570        0.03733        0.14220        0.16167        4.95358        0.39415        0.39284        0.40510        0.39072        0.62464          24.19561              0.0        100001.0
 195  cav       51.90000       12.37210       -0.04986        0.25311        0.25261        0.73714        0.74201        1.91174       10.22518        0.00078           0.11395             0.19040             0.23711             0.11416             0.19103             0.24212             2.35175             4.92922             7.66597          0.04100        0.01064        0.04502        0.14321        0.16357        5.05376        0.22227        0.36783        0.23045        0.36571        0.39022          26.30636              0.0        100001.0
 196  drift     52.14000       12.37211       -0.04983        0.25004        0.24940        0.73217        0.73269        1.93280       10.31894        0.00078           0.11394             0.19047             0.23691             0.11415             0.19084             0.24187             2.35133             4.92433             7.65837          0.04125        0.01066        0.04846        0.14323        0.16357        5.08931        0.14899        0.35900        0.15656        0.35650        0.42655          26.89384              0.0        100001.0
 197  cav       52.50000       12.59887        0.06689        0.24753        0.24694        0.72422        0.72739        1.94856       10.37679        0.00073           0.11387             0.19047             0.23660             0.11410             0.19093             0.24138             2.34434             4.85949             7.65275          0.04158        0.04450        0.05606        0.16478        0.16497        5.09555       -0.09786        0.35508       -0.09434        0.35265       -0.28125          27.88570              0.0        100001.0
 198  drift     53.23000       12.59888        0.06699        0.25803        0.25734        0.75246        0.78173        1.91371       10.16878        0.00072           0.11385             0.19039             0.23680             0.11409             0.19085             0.24097             2.34323             4.84587             7.63129          0.04483        0.04454        0.06809        0.16484        0.16497        4.95238       -0.32072        0.38589       -0.31837        0.38303       -0.18368          26.91008              0.0        100001.0
 199  drift     53.33500       12.59888        0.06701        0.26038        0.25969        0.75948        0.79123        1.90985       10.14347        0.00072           0.11385             0.19023             0.23690             0.11409             0.19085             0.24098             2.34308             4.83667             7.62882          0.04529        0.04454        0.06982        0.16485        0.16497        4.93177       -0.35288        0.39298       -0.35070        0.39007       -0.16980          26.80324              0.0        100001.0
 200  sol3d     53.83500       12.59890        0.06712        0.26197        0.26091        0.78858        0.80746        1.89549       10.02415        0.00072           0.11360             0.19179             0.24034             0.11453             0.19118             0.23458             2.34233             4.83202             7.62148          0.06162       -0.04046        0.06183        0.09247        0.16497        4.83433        0.28115        0.39865        0.26007        0.39223       -0.10463          26.41005              0.0        100001.0
 201  drift     53.99000       12.59890        0.06715        0.25933        0.25846        0.77709        0.80137        1.89243        9.98762        0.00072           0.11360             0.19185             0.24041             0.11453             0.19136             0.23480             2.34214             4.83121             7.62020          0.06099       -0.04045        0.06326        0.09249        0.16497        4.80384        0.23612        0.39066        0.21485        0.38490       -0.08431          26.32702              0.0        100001.0
 202  cav       54.35000       12.86612        0.13494        0.25383        0.25370        0.75171        0.78795        1.88146        9.87608        0.00080           0.11357             0.19193             0.24052             0.11450             0.19143             0.23517             2.33653             4.76601             7.61344          0.05924       -0.01727        0.06914        0.10145        0.16667        4.71742        0.03704        0.37820        0.01299        0.37473       -0.51922          26.62040              0.0        100001.0
 203  drift     54.59000       12.86613        0.13499        0.25380        0.25406        0.75014        0.78386        1.85673        9.71558        0.00079           0.11357             0.19189             0.24077             0.11451             0.19140             0.23542             2.33633             4.75685             7.61096          0.05882       -0.01725        0.07157        0.10148        0.16667        4.62345       -0.03125        0.37812       -0.05578        0.37581       -0.48174          25.92759              0.0        100001.0
 204  cav       54.95000       13.15377        0.20065        0.25408        0.25522        0.74328        0.78352        1.82498        9.47927        0.00087           0.11354             0.19185             0.24101             0.11448             0.19125             0.23553             2.33265             4.71830             7.59791          0.05779       -0.01382        0.07765        0.11187        0.16848        4.47377       -0.18743        0.38316       -0.21500        0.38345       -0.69929          25.63175              0.0        100001.0
 205  drift     55.19000       13.15378        0.20071        0.25761        0.25920        0.74640        0.79123        1.79155        9.24792        0.00087           0.11354             0.19183             0.24130             0.11448             0.19109             0.23562             2.33255             4.71764             7.59684          0.05746       -0.01380        0.08034        0.11190        0.16848        4.33559       -0.25698        0.39387       -0.28518        0.39550       -0.65556          24.70231              0.0        100001.0
 206  cav       55.55000       13.43356        0.21813        0.26313        0.26565        0.75961        0.80235        1.74690        8.93873        0.00095           0.11354             0.19199             0.24150             0.11447             0.19117             0.23543             2.33130             4.70105             7.59459          0.05666       -0.00307        0.08682        0.12743        0.17026        4.15368       -0.41906        0.41531       -0.45144        0.41984       -0.84187          23.99483              0.0        100001.0
 207  drift     55.62000       13.43357        0.21815        0.26503        0.26769        0.76637        0.80787        1.73481        8.86106        0.00095           0.11354             0.19180             0.24156             0.11447             0.19115             0.23541             2.33130             4.70108             7.59463          0.05663       -0.00307        0.08771        0.12744        0.17026        4.11034       -0.44018        0.42133       -0.47282        0.42631       -0.82680          23.66378              0.0        100001.0
 208  drift     55.72500       13.43357        0.21818        0.26803        0.27090        0.77653        0.81617        1.71693        8.74465        0.00095           0.11354             0.19186             0.24164             0.11447             0.19111             0.23536             2.33130             4.70117             7.59478          0.05660       -0.00306        0.08905        0.12745        0.17026        4.04533       -0.47190        0.43091       -0.50493        0.43658       -0.80428          23.17844              0.0        100001.0
 209  sol3d     56.22500       13.43359        0.21830        0.27202        0.27685        0.80060        0.81656        1.63624        8.19144        0.00095           0.11357             0.19041             0.24195             0.11477             0.19187             0.24257             2.33136             4.70276             7.59735          0.07309       -0.15982        0.07617       -0.02416        0.17026        3.73652        0.18116        0.44371        0.15604        0.45480       -0.69645          21.05042              0.0        100001.0
 210  drift     56.38000       13.43359        0.21834        0.27049        0.27556        0.79464        0.80919        1.61285        8.02040        0.00095           0.11358             0.19051             0.24208             0.11478             0.19162             0.24256             2.33139             4.70337             7.59833          0.07062       -0.15981        0.07580       -0.02415        0.17026        3.64048        0.14233        0.43871        0.11835        0.45056       -0.66391          20.45272              0.0        100001.0
 211  cav       56.74000       13.71416        0.25322        0.26666        0.27249        0.78073        0.79241        1.56411        7.65002        0.00102           0.11355             0.19048             0.24204             0.11473             0.19160             0.24192             2.33294             4.71939             7.63655          0.06434       -0.15495        0.07755       -0.01802        0.17201        3.43221       -0.00758        0.43088       -0.03347        0.44527       -0.79510          19.61709              0.0        100001.0
 212  drift     56.98000       13.71417        0.25328        0.26723        0.27343        0.78286        0.80075        1.52246        7.35507        0.00102           0.11355             0.19029             0.24210             0.11474             0.19171             0.24175             2.33301             4.72074             7.63874          0.06062       -0.15493        0.07712       -0.01800        0.17201        3.26151       -0.06744        0.43272       -0.09163        0.44832       -0.73715          18.58586              0.0        100001.0
 213  cav       57.34000       13.99494        0.30027        0.26807        0.27496        0.78644        0.81215        1.46673        6.94464        0.00108           0.11350             0.19029             0.24179             0.11468             0.19158             0.24098             2.33548             4.75139             7.68834          0.05479       -0.14290        0.07894       -0.00927        0.17373        3.01624       -0.21592        0.43997       -0.24266        0.45812       -0.83007          17.57635              0.0        100001.0
 214  drift     57.58000       13.99494        0.30029        0.27166        0.27887        0.80040        0.82455        1.42176        6.61193        0.00108           0.11350             0.19019             0.24166             0.11468             0.19159             0.24069             2.33552             4.75271             7.69046          0.05136       -0.14289        0.07871       -0.00925        0.17373        2.81595       -0.27708        0.45185       -0.30227        0.47125       -0.76455          16.51474              0.0        100001.0
 215  cav       57.94000       14.26829        0.30484        0.27701        0.28484        0.81698        0.85534        1.36050        6.15688        0.00115           0.11347             0.19005             0.24118             0.11464             0.19145             0.23991             2.33814             4.79224             7.76700          0.04605       -0.13810        0.08083        0.00252        0.17543        2.51744       -0.43811        0.47453       -0.46748        0.49663       -0.83924          15.39974              0.0        100001.0
 216  drift     58.01000       14.26829        0.30483        0.27884        0.28675        0.82213        0.86244        1.34636        6.06038        0.00115           0.11347             0.19000             0.24111             0.11464             0.19138             0.23982             2.33813             4.79239             7.76725          0.04509       -0.13810        0.08085        0.00253        0.17543        2.45872       -0.45686        0.48080       -0.48584        0.50331       -0.81756          15.08121              0.0        100001.0
 217  drift     58.11500       14.26829        0.30482        0.28169        0.28972        0.83121        0.87310        1.32556        5.91567        0.00115           0.11347             0.18991             0.24100             0.11464             0.19126             0.23968             2.33811             4.79254             7.76749          0.04364       -0.13809        0.08088        0.00254        0.17543        2.37065       -0.48501        0.49070       -0.51342        0.51382       -0.78506          14.61909              0.0        100001.0
 218  sol3d     58.61500       14.26827        0.30471        0.28541        0.29318        0.87654        0.88878        1.23425        5.22715        0.00115           0.11367             0.19041             0.24890             0.11479             0.19071             0.24233             2.33792             4.79013             7.76357          0.05412       -0.22071        0.06710       -0.10589        0.17543        1.95214        0.24252        0.50289        0.25893        0.52544       -0.63065          12.67533              0.0        100001.0
 219  drift     58.77000       14.26826        0.30465        0.28343        0.29109        0.87293        0.88313        1.20883        5.02727        0.00115           0.11366             0.19054             0.24875             0.11479             0.19080             0.24213             2.33785             4.78941             7.76241          0.05070       -0.22070        0.06546       -0.10587        0.17543        1.82219        0.20721        0.49596        0.22473        0.51798       -0.58280          12.15908              0.0        100001.0
 220  cav       59.13000       14.54175        0.32117        0.27838        0.28594        0.85970        0.87141        1.15779        4.61401        0.00118           0.11362             0.19026             0.24838             0.11475             0.19039             0.24161             2.34029             4.82052             7.85101          0.04250       -0.21099        0.06409       -0.09633        0.17710        1.53703        0.06248        0.48317        0.07669        0.50477       -0.58941          11.35405              0.0        100001.0
 221  drift     59.37000       14.54174        0.32107        0.27791        0.28527        0.85708        0.87534        1.12061        4.38691        0.00118           0.11362             0.19015             0.24824             0.11474             0.19043             0.24136             2.34016             4.81818             7.84720          0.03744       -0.21098        0.06178       -0.09630        0.17710        1.32702        0.00812        0.48154        0.02432        0.50242       -0.51039          10.63696              0.0        100001.0
 222  cav       59.73000       14.79391        0.34632        0.27757        0.28481        0.85019        0.88165        1.07122        4.14010        0.00124           0.11358             0.19029             0.24810             0.11471             0.19019             0.24106             2.34220             4.84697             7.91989          0.02973       -0.20270        0.06078       -0.08749        0.17862        1.01743       -0.17306        0.48467       -0.16292        0.50524       -0.55177           9.87751              0.0        100001.0
 223  drift     60.46000       14.79388        0.34609        0.28823        0.29477        0.85602        0.90800        0.97771        3.58782        0.00124           0.11357             0.19028             0.24841             0.11470             0.19027             0.24085             2.34196             4.84069             7.90962          0.01493       -0.20269        0.05440       -0.08742        0.17862        0.33484       -0.34386        0.52263       -0.32706        0.54124       -0.28723           8.22912              0.0        100001.0
 224  drift     60.56500       14.79388        0.34607        0.29028        0.29670        0.85691        0.91184        0.96864        3.51007        0.00124           0.11357             0.19011             0.24851             0.11470             0.19029             0.24088             2.34193             4.84023             7.90888          0.01281       -0.20269        0.05348       -0.08742        0.17862        0.23668       -0.36859        0.53013       -0.35082        0.54837       -0.24928           8.07737              0.0        100001.0
 225  sol3d     61.06500       14.79389        0.34618        0.29111        0.29510        0.86573        0.88984        0.94256        3.14092        0.00124           0.11385             0.19198             0.24645             0.11472             0.19092             0.23599             2.34173             4.83892             7.90674          0.01116       -0.26815        0.04527       -0.07344        0.17862       -0.23001        0.37410        0.53184        0.40784        0.54237       -0.06897           7.64879              0.0        100001.0
 226  drift     61.22000       14.79389        0.34620        0.28808        0.29180        0.85169        0.87724        0.94045        3.02692        0.00124           0.11385             0.19212             0.24662             0.11472             0.19074             0.23606             2.34168             4.83884             7.90660          0.00701       -0.26815        0.04413       -0.07344        0.17862       -0.37495        0.33761        0.52083        0.37123        0.53031       -0.01307           7.61476              0.0        100001.0
 227  cav       61.58000       15.03513        0.30644        0.28130        0.28463        0.81682        0.85252        0.94322        3.15932        0.00121           0.11387             0.19201             0.24712             0.11474             0.19067             0.23627             2.34241             4.84947             7.92397         -0.00268       -0.26480        0.04387       -0.07312        0.18012       -0.70943        0.14084        0.50069        0.16708        0.50871       -0.02198           7.78535              0.0        100001.0
 228  drift     61.82000       15.03514        0.30652        0.27978        0.28276        0.79992        0.84573        0.94480        3.31035        0.00121           0.11387             0.19206             0.24750             0.11474             0.19062             0.23650             2.34233             4.84922             7.92356         -0.00904       -0.26480        0.04212       -0.07313        0.18012       -0.90650        0.08701        0.49527        0.11363        0.50202        0.06201           7.81164              0.0        100001.0
 229  cav       62.18000       15.29976        0.29294        0.27747        0.28015        0.78420        0.83508        0.95908        3.53276        0.00118           0.11389             0.19209             0.24818             0.11476             0.19066             0.23684             2.34275             4.85294             7.91671         -0.01834       -0.27165        0.04202       -0.06308        0.18172       -1.19070       -0.06532        0.49140       -0.04264        0.49713        0.09235           8.19094              0.0        100001.0
 230  drift     62.42000       15.29977        0.29304        0.27873        0.28110        0.79303        0.83169        0.96890        3.73127        0.00118           0.11389             0.19193             0.24861             0.11476             0.19069             0.23717             2.34268             4.85228             7.91563         -0.02486       -0.27166        0.04051       -0.06309        0.18172       -1.37743       -0.11908        0.49587       -0.09572        0.50049        0.17207           8.35977              0.0        100001.0
