n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
 152  cav       39.89000        8.41336        0.70857        0.21810        0.21869        0.66394        0.70421        2.22731       10.62502        0.00220           0.11386             0.19326             0.24038             0.11378             0.19321             0.24612             3.00600             9.40040            17.34392          0.05814       -0.09272        0.10073       -0.02605        0.13423        1.23819        0.10530        0.22431        0.11431        0.22568       -1.56949          18.85432              0.0        100001.0
 153  drift     40.13000        8.41335        0.70849        0.21702        0.21740        0.65959        0.69432        2.07107        9.57792        0.00219           0.11386             0.19313             0.24081             0.11378             0.19308             0.24659             3.00593             9.38944            17.29179          0.05592       -0.09269        0.10010       -0.02600        0.13423        0.62670       -0.00959        0.22210       -0.00014        0.22304       -1.40709          16.30221              0.0        100001.0
 154  cav       40.49000        8.71162        0.72094        0.21900        0.21932        0.65334        0.69402        1.84378        8.01167        0.00241           0.11375             0.19286             0.23988             0.11367             0.19257             0.24657             3.00992             9.48676            17.93339          0.05228       -0.06514        0.10192        0.02481        0.13659       -0.27676       -0.26339        0.23037       -0.25351        0.23122       -1.42861          13.35914              0.0        100001.0
 155  drift     40.73000        8.71163        0.72107        0.22629        0.22637        0.65804        0.70862        1.68207        6.87652        0.00240           0.11375             0.19297             0.23971             0.11367             0.19251             0.24712             3.01022             9.48563            17.89741          0.05072       -0.06511        0.10252        0.02484        0.13659       -0.88810       -0.38235        0.24595       -0.37152        0.24630       -1.23227          11.11738              0.0        100001.0
 156  cav       41.09000        9.01592        0.66519        0.24012        0.24014        0.68305        0.75691        1.45331        5.18128        0.00258           0.11371             0.19263             0.23840             0.11365             0.19260             0.24692             3.01135             9.53164            18.19016          0.04836       -0.03333        0.10620        0.07666        0.13901       -1.78006       -0.67599        0.28193       -0.66407        0.28212       -1.14979           8.59058              0.0        100001.0
 157  drift     41.16000        9.01592        0.66524        0.24424        0.24418        0.69215        0.76950        1.40693        4.95393        0.00258           0.11372             0.19276             0.23827             0.11366             0.19271             0.24706             3.01148             9.53248            18.19175          0.04813       -0.03333        0.10674        0.07667        0.13901       -1.94172       -0.71407        0.29167       -0.70173        0.29169       -1.08372           8.05063              0.0        100001.0
 158  drift     41.26500        9.01593        0.66530        0.25069        0.25052        0.70582        0.78842        1.33983        5.06470        0.00258           0.11372             0.19261             0.23808             0.11366             0.19284             0.24723             3.01167             9.53441            18.19545          0.04778       -0.03332        0.10755        0.07669        0.13901       -2.18423       -0.77128        0.30727       -0.75831        0.30703       -0.98485           7.30060              0.0        100001.0
 159  sol3d     41.76500        9.01597        0.66571        0.26787        0.26660        0.79214        0.82559        1.07637        5.69151        0.00257           0.11423             0.19287             0.23435             0.11366             0.19320             0.24333             3.01217             9.54439            18.21448          0.07183       -0.23306        0.08342       -0.24082        0.13901       -3.33797       -0.05383        0.34926       -0.04600        0.34770       -0.51593           4.71097              0.0        100001.0
 160  drift     41.92000        9.01596        0.66562        0.26881        0.26745        0.79251        0.83177        1.02078        5.92120        0.00257           0.11423             0.19294             0.23443             0.11366             0.19325             0.24339             3.01267             9.54991            18.22501          0.06821       -0.23305        0.07969       -0.24079        0.13901       -3.69620       -0.10245        0.35172       -0.09477        0.34992       -0.37135           4.23625              0.0        100001.0
 161  cav       42.28000        9.31076        0.53393        0.27189        0.27068        0.79577        0.84656        0.95093        6.44181        0.00253           0.11430             0.19312             0.23351             0.11375             0.19330             0.24284             3.01607             9.53719            18.16608          0.05983       -0.19765        0.07365       -0.21899        0.14136       -4.44345       -0.36329        0.36570       -0.35629        0.36422       -0.13419           3.79716              0.0        100001.0
 162  drift     42.52000        9.31074        0.53371        0.27904        0.27771        0.81906        0.86456        0.94622        6.79857        0.00253           0.11430             0.19315             0.23328             0.11375             0.19319             0.24270             3.01654             9.55171            18.19374          0.05509       -0.19764        0.06840       -0.21896        0.14136       -4.88108       -0.44511        0.38520       -0.43808        0.38339        0.08609           3.75908              0.0        100001.0
 163  cav       42.88000        9.59556        0.32844        0.29095        0.28980        0.85205        0.89310        1.00896        7.40513        0.00238           0.11443             0.19338             0.23327             0.11389             0.19351             0.24188             3.01907             9.54845            18.15295          0.04759       -0.18017        0.06338       -0.18974        0.14367       -5.47024       -0.75767        0.42512       -0.75163        0.42375        0.29356           4.41015              0.0        100001.0
 164  drift     43.12000        9.59556        0.32841        0.30393        0.30267        0.89223        0.92108        1.07925        7.74831        0.00239           0.11443             0.19337             0.23269             0.11389             0.19346             0.24152             3.01928             9.55427            18.16401          0.04327       -0.18014        0.05882       -0.18970        0.14367       -5.73538       -0.85438        0.46391       -0.84812        0.46226        0.49383           5.04573              0.0        100001.0
 165  cav       43.48000        9.88212        0.17474        0.32374        0.32271        0.94906        0.96376        1.22116        8.54380        0.00216           0.11454             0.19352             0.23316             0.11401             0.19375             0.24069             3.01703             9.55207            18.19442          0.03645       -0.17102        0.05465       -0.15801        0.14592       -6.09472       -1.21474        0.53409       -1.21021        0.53315        0.62679           6.66788              0.0        100001.0
 166  drift     43.55000        9.88212        0.17476        0.32893        0.32787        0.96347        0.97658        1.24852        8.66706        0.00216           0.11454             0.19365             0.23304             0.11401             0.19366             0.24058             3.01705             9.55410            18.19828          0.03525       -0.17101        0.05354       -0.15799        0.14592       -6.13522       -1.24919        0.55135       -1.24458        0.55035        0.67582           6.97004              0.0        100001.0
 167  drift     43.65500        9.88212        0.17479        0.33683        0.33573        0.98510        0.99604        1.29218        8.85199        0.00216           0.11454             0.19351             0.23286             0.11401             0.19353             0.24041             3.01708             9.55732            18.20441          0.03346       -0.17100        0.05189       -0.15797        0.14592       -6.19598       -1.30097        0.57815       -1.29623        0.57706        0.74943           7.46598              0.0        100001.0
 168  sol3d     44.15500        9.88212        0.17475        0.35374        0.35302        1.04758        1.03864        1.53438        9.91393        0.00217           0.11511             0.19201             0.23705             0.11427             0.19389             0.23967             3.01645             9.56829            18.22532          0.03240       -0.37108        0.03042       -0.18703        0.14592       -6.48332        0.12966        0.63448        0.12987        0.63657        1.10155          10.52922              0.0        100001.0
 169  drift     44.31000        9.88212        0.17480        0.35275        0.35203        1.03834        1.03356        1.61864       10.27030        0.00217           0.11511             0.19203             0.23707             0.11427             0.19406             0.23958             3.01649             9.55774            18.23997          0.02665       -0.37108        0.02752       -0.18703        0.14592       -6.57307        0.10110        0.63094        0.10138        0.63302        1.21115          11.71723              0.0        100001.0
 170  cav       44.67000       10.16300       -0.00502        0.35016        0.34986        1.01432        1.02320        1.80653       11.09639        0.00176           0.11521             0.19197             0.23700             0.11437             0.19412             0.23965             2.99166             9.42196            18.22430          0.01331       -0.35404        0.02360       -0.18342        0.14812       -6.73447       -0.22166        0.63055       -0.22602        0.63410        1.09137          15.16208              0.0        100001.0
 171  drift     44.91000       10.16301       -0.00496        0.35342        0.35315        1.01118        1.02632        1.91114       11.49890        0.00177           0.11521             0.19186             0.23715             0.11437             0.19415             0.23969             2.99104             9.42800            18.23597          0.00481       -0.35403        0.01920       -0.18341        0.14812       -6.73031       -0.26689        0.64233       -0.27114        0.64609        1.20808          16.97230              0.0        100001.0
 172  cav       45.27000       10.38664       -0.24735        0.36019        0.36033        1.00965        1.04156        2.03988       11.93019        0.00121           0.11535             0.19211             0.23688             0.11450             0.19416             0.23970             2.96230             9.26453            18.09478         -0.00810       -0.37114        0.01503       -0.17339        0.14994       -6.61679       -0.74049        0.67459       -0.75340        0.68010        0.63829          20.00166              0.0        100001.0
 173  drift     46.00000       10.38665       -0.24731        0.39133        0.39171        1.11428        1.12403        2.20863       12.22856        0.00121           0.11536             0.19217             0.23784             0.11451             0.19446             0.24037             2.95975             9.23367            18.06980         -0.03519       -0.37116        0.00237       -0.17339        0.14994       -6.03103       -0.92411        0.79616       -0.93785        0.80361        0.81604          23.46804              0.0        100001.0
 174  drift     46.10500       10.38665       -0.24731        0.39615        0.39655        1.12991        1.13594        2.23506       12.29017        0.00122           0.11537             0.19231             0.23801             0.11452             0.19432             0.24050             2.95942             9.23053            18.06365         -0.03909       -0.37117        0.00055       -0.17339        0.14994       -5.94678       -0.95063        0.81583       -0.96449        0.82357        0.84175          24.03569              0.0        100001.0
 175  sol3d     46.60500       10.38664       -0.24735        0.39524        0.39635        1.12435        1.14486        2.36718       12.58336        0.00122           0.11564             0.19396             0.24065             0.11472             0.19444             0.24581             2.95756             9.20957            18.02265         -0.05328       -0.22564        0.00711       -0.08734        0.14994       -5.54304        0.99168        0.81019        1.00421        0.82126        0.96487          26.97818              0.0        100001.0
 176  drift     46.76000       10.38664       -0.24737        0.38783        0.38893        1.10950        1.12058        2.41023       12.69152        0.00122           0.11564             0.19384             0.24080             0.11473             0.19472             0.24617             2.95717             9.20267            18.00913         -0.05678       -0.22566        0.00576       -0.08734        0.14994       -5.41865        0.95088        0.78007        0.96342        0.79075        1.00321          27.97202              0.0        100001.0
 177  cav       47.12000       10.62854       -0.38432        0.37149        0.37296        1.07596        1.06944        2.47845       12.79905        0.00081           0.11562             0.19343             0.24089             0.11465             0.19393             0.24424             2.90975             8.86446            17.07988         -0.06510       -0.25954        0.00524       -0.06533        0.15179       -5.06865        0.48301        0.72472        0.48365        0.73661        0.08079          30.80250              0.0        100001.0
 178  drift     47.36000       10.62854       -0.38434        0.36580        0.36733        1.06695        1.04712        2.48441       12.69506        0.00081           0.11563             0.19366             0.24117             0.11466             0.19396             0.24459             2.90939             8.86782            17.05350         -0.07133       -0.25956        0.00368       -0.06532        0.15179       -4.77293        0.43796        0.70263        0.43919        0.71447        0.10946          30.95453              0.0        100001.0
 179  cav       47.72000       10.90024       -0.47449        0.35699        0.35900        1.05009        1.01521        2.47715       12.44355        0.00091           0.11560             0.19334             0.24108             0.11456             0.19351             0.24311             2.86418             8.49454            15.84802         -0.08030       -0.30042        0.00423       -0.05858        0.15380       -4.30032        0.11877        0.67822        0.11113        0.69206       -0.63571          32.08774              0.0        100001.0
 180  drift     47.96000       10.90023       -0.47451        0.35575        0.35787        1.05447        1.00550        2.44060       12.11266        0.00091           0.11560             0.19335             0.24139             0.11457             0.19351             0.24341             2.86406             8.49811            15.82516         -0.08751       -0.30044        0.00283       -0.05858        0.15380       -3.93981        0.07877        0.67350        0.07185        0.68769       -0.59933          31.14919              0.0        100001.0
 181  cav       48.32000       11.18491       -0.51939        0.35297        0.35562        1.05768        1.00472        2.38053       11.55024        0.00117           0.11555             0.19311             0.24079             0.11445             0.19274             0.24213             2.82971             8.23221            14.62204         -0.09803       -0.32106        0.00349       -0.05678        0.15584       -3.37769       -0.16689        0.67211       -0.18136        0.68876       -1.13263          30.79171              0.0        100001.0
 182  drift     48.39000       11.18491       -0.51938        0.35360        0.35629        1.06137        1.00727        2.36138       11.40710        0.00117           0.11555             0.19294             0.24087             0.11446             0.19256             0.24221             2.82969             8.22943            14.61711         -0.10028       -0.32107        0.00310       -0.05677        0.15584       -3.26408       -0.17879        0.67453       -0.19307        0.69138       -1.11560          30.29839              0.0        100001.0
 183  drift     48.49500       11.18491       -0.51938        0.35464        0.35739        1.06693        1.01109        2.33291       11.20901        0.00117           0.11555             0.19304             0.24100             0.11446             0.19265             0.24233             2.82967             8.22542            14.60997         -0.10365       -0.32109        0.00250       -0.05677        0.15584       -3.09367       -0.19666        0.67847       -0.21065        0.69562       -1.09010          29.57245              0.0        100001.0
 184  sol3d     48.99500       11.18491       -0.51939        0.34170        0.34400        1.02839        0.98570        2.20189       10.29093        0.00116           0.11543             0.19384             0.24413             0.11450             0.19389             0.24236             2.82975             8.22367            14.58097         -0.10740       -0.08543        0.02964       -0.03437        0.15584       -2.28030        1.16600        0.63051        1.19166        0.64425       -0.96875          26.34333              0.0        100001.0
 185  drift     49.15000       11.18491       -0.51936        0.33203        0.33426        1.00213        0.95769        2.16295       10.00666        0.00116           0.11543             0.19385             0.24414             0.11450             0.19386             0.24263             2.82971             8.21765            14.57030         -0.10872       -0.08546        0.02911       -0.03436        0.15584       -2.02871        1.10523        0.59531        1.13063        0.60825       -0.93139          25.42034              0.0        100001.0
 186  cav       49.51000       11.46773       -0.56098        0.30893        0.31132        0.93917        0.89637        2.07004        9.29766        0.00141           0.11542             0.19368             0.24302             0.11441             0.19332             0.24134             2.81783             8.05648            14.46406         -0.11110       -0.11637        0.03045       -0.02814        0.15784       -1.43419        0.82597        0.52206        0.84494        0.53485       -1.29041          23.98266              0.0        100001.0
 187  drift     49.75000       11.46774       -0.56093        0.29759        0.29990        0.91061        0.86283        1.98837        8.71262        0.00141           0.11542             0.19382             0.24288             0.11442             0.19351             0.24159             2.81769             8.06028            14.47088         -0.11390       -0.11641        0.02977       -0.02813        0.15784       -1.01871        0.74409        0.48441        0.76341        0.49628       -1.20493          22.12882              0.0        100001.0
 188  cav       50.11000       11.75558       -0.54187        0.28043        0.28288        0.87037        0.81181        1.86858        7.81982        0.00161           0.11537             0.19345             0.24151             0.11432             0.19282             0.24072             2.81387             7.97816            14.53216         -0.11756       -0.13319        0.03147       -0.01984        0.15981       -0.40235        0.52055        0.43573        0.53547        0.44744       -1.40952          20.05652              0.0        100001.0
 189  drift     50.35000       11.75558       -0.54187        0.27289        0.27523        0.85376        0.78995        1.77362        7.15862        0.00161           0.11537             0.19344             0.24119             0.11432             0.19294             0.24087             2.81365             7.96700            14.53832         -0.12075       -0.13323        0.03100       -0.01983        0.15981       -0.00602        0.44555        0.41260        0.46138        0.42357       -1.29688          18.07133              0.0        100001.0
 190  cav       50.71000       12.03028       -0.53331        0.26224        0.26464        0.83507        0.76292        1.63293        6.15927        0.00182           0.11536             0.19340             0.23995             0.11426             0.19263             0.24018             2.81590             7.96257            14.55681         -0.12478       -0.17542        0.03286       -0.01395        0.16167        0.56728        0.22906        0.38552        0.24100        0.39638       -1.42967          15.66201              0.0        100001.0
 191  drift     50.78000       12.03028       -0.53333        0.26120        0.26356        0.83497        0.75917        1.60153        5.94198        0.00182           0.11536             0.19330             0.23983             0.11426             0.19262             0.24018             2.81578             7.96319            14.55793         -0.12601       -0.17543        0.03277       -0.01395        0.16167        0.67973        0.20840        0.38247        0.22074        0.39316       -1.38762          15.06614              0.0        100001.0
 192  drift     50.88500       12.03028       -0.53336        0.25982        0.26211        0.83485        0.75358        1.55507        5.61612        0.00182           0.11536             0.19315             0.23964             0.11426             0.19261             0.24016             2.81558             7.96403            14.55947         -0.12785       -0.17544        0.03262       -0.01394        0.16167        0.84842        0.17744        0.37844        0.19037        0.38886       -1.32468          14.20575              0.0        100001.0
 193  sol3d     51.38500       12.03025       -0.53358        0.24361        0.24439        0.77595        0.74776        1.34654        4.94748        0.00181           0.11501             0.19318             0.24299             0.11434             0.19202             0.23219             2.81501             7.96947            14.56941         -0.11858        0.02692        0.06636       -0.03776        0.16167        1.65277        0.74653        0.33370        0.76491        0.33779       -1.02659          10.65338              0.0        100001.0
 194  drift     51.54000       12.03024       -0.53366        0.23547        0.23610        0.75340        0.72354        1.28710        5.10808        0.00181           0.11501             0.19297             0.24274             0.11434             0.19186             0.23199             2.81467             7.95591            14.57126         -0.11816        0.02690        0.06578       -0.03774        0.16167        1.90195        0.67108        0.31176        0.68904        0.31529       -0.93513           9.73483              0.0        100001.0
 195  cav       51.90000       12.31475       -0.51316        0.21768        0.21821        0.71100        0.67516        1.16268        5.46632        0.00187           0.11498             0.19288             0.24170             0.11430             0.19188             0.23146             2.81615             7.96172            14.50222         -0.11664        0.01063        0.06688       -0.01740        0.16357        2.46224        0.44278        0.26964        0.45781        0.27257       -0.84150           8.12566              0.0        100001.0
 196  drift     52.14000       12.31475       -0.51322        0.21007        0.21037        0.69204        0.65592        1.08124        5.67371        0.00187           0.11497             0.19287             0.24139             0.11429             0.19166             0.23119             2.81583             7.96306            14.50466         -0.11639        0.01060        0.06646       -0.01738        0.16357        2.82890        0.33188        0.25112        0.34683        0.25333       -0.68984           7.02798              0.0        100001.0
 197  cav       52.50000       12.53822       -0.41482        0.20237        0.20247        0.66813        0.63001        0.97288        5.93084        0.00198           0.11492             0.19275             0.24094             0.11423             0.19168             0.23094             2.81609             7.95328            14.43427         -0.11605       -0.03867        0.06820        0.02412        0.16497        3.34439        0.07400        0.23518        0.08565        0.23682       -0.62474           5.78691              0.0        100001.0
 198  drift     53.23000       12.53828       -0.41436        0.20803        0.20733        0.67869        0.63789        0.83020        6.31207        0.00198           0.11492             0.19280             0.24130             0.11423             0.19192             0.23123             2.81554             7.96052            14.42123         -0.11888       -0.03883        0.06997        0.02419        0.16497        4.23708       -0.25400        0.24850       -0.24079        0.24833       -0.10352           4.21485              0.0        100001.0
 199  drift     53.33500       12.53829       -0.41427        0.21046        0.20964        0.68558        0.64321        0.82614        6.38971        0.00198           0.11492             0.19269             0.24147             0.11423             0.19177             0.23132             2.81542             7.95940            14.41920         -0.11929       -0.03886        0.07022        0.02420        0.16497        4.36540       -0.30154        0.25435       -0.28809        0.25389       -0.02853           4.17387              0.0        100001.0
 200  sol3d     53.83500       12.53833       -0.41389        0.21597        0.21629        0.68198        0.67866        0.86892        6.84696        0.00198           0.11482             0.19298             0.24335             0.11462             0.19194             0.23580             2.81509             7.94561            14.42034         -0.09719        0.08269        0.09500       -0.11639        0.16497        4.97666        0.00570        0.26806        0.00534        0.26933        0.32871           4.61789              0.0        100001.0
 201  drift     53.99000       12.53834       -0.41381        0.21630        0.21662        0.68013        0.68073        0.90146        6.99664        0.00198           0.11482             0.19286             0.24351             0.11462             0.19209             0.23599             2.81494             7.94653            14.42202         -0.09591        0.08267        0.09319       -0.11638        0.16497        5.16586       -0.05619        0.26887       -0.05629        0.27015        0.43982           4.97047              0.0        100001.0
 202  cav       54.35000       12.81215       -0.28516        0.21894        0.21948        0.67899        0.68621        1.00022        7.58387        0.00186           0.11475             0.19273             0.24304             0.11454             0.19197             0.23583             2.81517             7.94890            14.47886         -0.09271        0.06834        0.09162       -0.08743        0.16667        5.56882       -0.26531        0.27849       -0.26743        0.28035        0.58714           6.24430              0.0        100001.0
 203  drift     54.59000       12.81215       -0.28516        0.22482        0.22537        0.68532        0.69392        1.07224        8.07059        0.00186           0.11475             0.19274             0.24305             0.11454             0.19207             0.23595             2.81507             7.95348            14.48721         -0.09107        0.06829        0.08952       -0.08739        0.16667        5.76848       -0.36393        0.29366       -0.36557        0.29562        0.74045           7.17611              0.0        100001.0
 204  cav       54.95000       13.10016       -0.20773        0.23505        0.23581        0.70319        0.70497        1.19711        8.81001        0.00173           0.11469             0.19268             0.24206             0.11449             0.19165             0.23544             2.81964             7.98054            14.64319         -0.08799        0.05966        0.08902       -0.07887        0.16848        6.04120       -0.56031        0.32464       -0.56335        0.32732        0.86238           9.12407              0.0        100001.0
 205  drift     55.19000       13.10015       -0.20779        0.24547        0.24624        0.74148        0.72598        1.27891        9.28907        0.00173           0.11469             0.19270             0.24178             0.11449             0.19151             0.23527             2.81962             7.98555            14.65239         -0.08655        0.05961        0.08713       -0.07882        0.16848        6.18507       -0.66350        0.35408       -0.66604        0.35690        0.99751          10.41360              0.0        100001.0
 206  cav       55.55000       13.38272       -0.16121        0.26164        0.26262        0.79367        0.77540        1.41080        9.99552        0.00159           0.11463             0.19260             0.24045             0.11444             0.19151             0.23440             2.82947             8.04654            14.90099         -0.08370        0.04753        0.08665       -0.06067        0.17026        6.39490       -0.87384        0.40669       -0.87839        0.41043        1.05979          12.89445              0.0        100001.0
 207  drift     55.62000       13.38271       -0.16123        0.26562        0.26659        0.80555        0.79004        1.43414       10.11524        0.00159           0.11463             0.19275             0.24034             0.11444             0.19143             0.23431             2.82944             8.04743            14.90264         -0.08336        0.04752        0.08622       -0.06066        0.17026        6.42712       -0.90572        0.41915       -0.91015        0.42296        1.09350          13.32493              0.0        100001.0
 208  drift     55.72500       13.38271       -0.16126        0.27174        0.27271        0.82339        0.81201        1.46980       10.29486        0.00160           0.11463             0.19262             0.24018             0.11443             0.19132             0.23418             2.82937             8.04857            14.90476         -0.08286        0.04751        0.08558       -0.06065        0.17026        6.47545       -0.95361        0.43870       -0.95784        0.44260        1.14411          13.99609              0.0        100001.0
 209  sol3d     56.22500       13.38270       -0.16133        0.28932        0.29238        0.85632        0.88083        1.64863       11.21718        0.00160           0.11484             0.19205             0.23768             0.11507             0.19090             0.22973             2.82964             8.04887            14.93298         -0.05434        0.18684        0.09785       -0.24777        0.17026        6.70654       -0.25943        0.49640       -0.25017        0.50590        1.38636          17.60745              0.0        100001.0
 210  drift     56.38000       13.38270       -0.16137        0.29182        0.29477        0.86468        0.88741        1.70662       11.50721        0.00160           0.11483             0.19195             0.23757             0.11507             0.19095             0.22951             2.82926             8.04816            14.93166         -0.05145        0.18683        0.09401       -0.24775        0.17026        6.77790       -0.29572        0.50504       -0.28572        0.51425        1.46178          18.87032              0.0        100001.0
 211  cav       56.74000       13.66789       -0.08504        0.29674        0.29969        0.88170        0.90019        1.84575       12.18914        0.00144           0.11476             0.19185             0.23744             0.11500             0.19062             0.22883             2.85231             8.20419            15.27783         -0.04421        0.17873        0.08736       -0.24114        0.17201        6.94878       -0.43902        0.52791       -0.43089        0.53733        1.42713          22.34367              0.0        100001.0
 212  drift     56.98000       13.66789       -0.08509        0.30300        0.30580        0.89962        0.91367        1.92651       12.54739        0.00144           0.11476             0.19183             0.23741             0.11500             0.19063             0.22857             2.85149             8.20018            15.27036         -0.03992        0.17871        0.08158       -0.24111        0.17201        7.00647       -0.49755        0.55045       -0.48819        0.55946        1.52243          24.34856              0.0        100001.0
 213  cav       57.34000       13.95128       -0.01268        0.31143        0.31424        0.92006        0.93895        2.05271       13.09295        0.00128           0.11471             0.19166             0.23750             0.11495             0.19044             0.22808             2.88341             8.40592            15.68269         -0.03306        0.17048        0.07527       -0.23791        0.17373        7.09261       -0.64596        0.58760       -0.63845        0.59694        1.42447          27.88372              0.0        100001.0
 214  drift     57.58000       13.95127       -0.01271        0.31994        0.32259        0.94035        0.96327        2.12360       13.36558        0.00128           0.11471             0.19175             0.23761             0.11495             0.19053             0.22790             2.88250             8.39975            15.67117         -0.02897        0.17048        0.06956       -0.23789        0.17373        7.10125       -0.70789        0.62014       -0.69911        0.62910        1.50052          29.85225              0.0        100001.0
 215  cav       57.94000       14.23330        0.05888        0.33147        0.33417        0.96442        0.99693        2.23491       13.83004        0.00112           0.11467             0.19171             0.23785             0.11493             0.19033             0.22767             2.92316             8.66682            16.07944         -0.02267        0.16597        0.06331       -0.23595        0.17543        7.11791       -0.87040        0.67234       -0.86381        0.68178        1.32614          33.23939              0.0        100001.0
 216  drift     58.01000       14.23330        0.05888        0.33450        0.33715        0.97103        1.00474        2.25218       13.89300        0.00112           0.11467             0.19175             0.23790             0.11493             0.19031             0.22764             2.92288             8.66464            16.07539         -0.02151        0.16597        0.06166       -0.23594        0.17543        7.10658       -0.88978        0.68466       -0.88283        0.69401        1.34310          33.75824              0.0        100001.0
 217  drift     58.11500       14.23330        0.05887        0.33911        0.34170        0.98095        1.01646        2.27824       13.98747        0.00112           0.11468             0.19158             0.23799             0.11493             0.19028             0.22761             2.92246             8.66133            16.06926         -0.01977        0.16597        0.05918       -0.23593        0.17543        7.08958       -0.91889        0.70366       -0.91139        0.71285        1.36858          34.54896              0.0        100001.0
 218  sol3d     58.61500       14.23330        0.05883        0.34721        0.34992        0.99219        1.02727        2.40474       14.43839        0.00112           0.11488             0.19274             0.23562             0.11556             0.19111             0.22970             2.92129             8.66488            16.04608         -0.00042        0.10598        0.04903       -0.31685        0.17543        7.00979        0.22185        0.73636        0.25377        0.74353        1.48928          38.50746              0.0        100001.0
 219  drift     58.77000       14.23329        0.05882        0.34568        0.34816        0.98748        1.01874        2.44470       14.57821        0.00112           0.11489             0.19271             0.23559             0.11556             0.19121             0.22955             2.92065             8.64360            16.03636          0.00122        0.10598        0.04412       -0.31684        0.17543        6.98471        0.19749        0.72987        0.22930        0.73605        1.52728          39.80662              0.0        100001.0
 220  cav       59.13000       14.50909        0.09588        0.34060        0.34285        0.97061        0.99663        2.54249       14.94041        0.00095           0.11491             0.19292             0.23556             0.11560             0.19144             0.22927             2.97545             9.03650            16.40018          0.00508        0.11058        0.03541       -0.31240        0.17710        6.94692        0.06792        0.71518        0.09520        0.72032        1.25032          43.06494              0.0        100001.0
 221  drift     59.37000       14.50909        0.09587        0.34005        0.34199        0.96680        0.98630        2.59126       15.09367        0.00095           0.11491             0.19294             0.23558             0.11561             0.19153             0.22910             2.97433             9.02867            16.38598          0.00774        0.11058        0.02792       -0.31239        0.17710        6.88416        0.03080        0.71283        0.05816        0.71665        1.29298          44.74968              0.0        100001.0
 222  cav       59.73000       14.77228        0.19957        0.33842        0.34020        0.95730        0.97217        2.66301       15.32141        0.00070           0.11492             0.19309             0.23576             0.11562             0.19172             0.22878             3.03432             9.47857            16.59995          0.01151        0.11642        0.01939       -0.31671        0.17862        6.78147       -0.14519        0.71201       -0.12380        0.71515        0.72771          47.11924              0.0        100001.0
 223  drift     60.46000       14.77228        0.19958        0.34541        0.34645        0.96873        0.96719        2.74707       15.45536        0.00070           0.11494             0.19313             0.23611             0.11564             0.19180             0.22888             3.03060             9.44094            16.56305          0.02000        0.11643       -0.00373       -0.31671        0.17862        6.38748       -0.26009        0.74163       -0.23762        0.74156        0.80288          50.20260              0.0        100001.0
 224  drift     60.56500       14.77228        0.19958        0.34672        0.34765        0.97041        0.97430        2.75960       15.47473        0.00070           0.11494             0.19319             0.23617             0.11565             0.19188             0.22898             3.03010             9.43802            16.55793          0.02123        0.11644       -0.00705       -0.31671        0.17862        6.33081       -0.27663        0.74725       -0.25400        0.74671        0.81376          50.67000              0.0        100001.0
 225  sol3d     61.06500       14.77228        0.19959        0.34068        0.34081        0.97340        0.94704        2.82068       15.56733        0.00070           0.11495             0.19327             0.24220             0.11585             0.19317             0.23996             3.02768             9.41069            16.53901          0.01941       -0.00694       -0.02928       -0.33240        0.17862        6.06199        0.78938        0.72140        0.80625        0.71635        0.86561          52.98028              0.0        100001.0
 226  drift     61.22000       14.77228        0.19960        0.33500        0.33496        0.95517        0.93699        2.84012       15.59708        0.00070           0.11496             0.19336             0.24230             0.11585             0.19304             0.24010             3.02700             9.40649            16.53162          0.01931       -0.00694       -0.03444       -0.33241        0.17862        5.97834        0.75247        0.69750        0.76852        0.69194        0.88186          53.72489              0.0        100001.0
 227  cav       61.58000       15.02996        0.27193        0.32108        0.32097        0.90903        0.90785        2.88384       15.69540        0.00053           0.11502             0.19362             0.24385             0.11588             0.19337             0.24081             3.09217             9.92220            16.96102          0.01910       -0.01009       -0.04365       -0.34309        0.18012        5.79408        0.55685        0.64577        0.56699        0.64051        0.19947          55.13039              0.0        100001.0
 228  drift     61.82000       15.02996        0.27195        0.31469        0.31441        0.88461        0.89714        2.89083       15.63483        0.00053           0.11502             0.19371             0.24396             0.11589             0.19330             0.24103             3.09103             9.90103            16.92484          0.01886       -0.01009       -0.05188       -0.34310        0.18012        5.61914        0.50512        0.62029        0.51445        0.61457        0.21515          55.41831              0.0        100001.0
