n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
 223  drift     60.46000       14.73688       -0.04053        0.19776        0.20147        0.64708        0.68403        1.24953        4.36928        0.00099           0.11433             0.19148             0.23238             0.11475             0.18911             0.23175             2.49069             6.23252            15.46531         -0.08732       -0.30145       -0.12503        0.05994        0.17862       -1.29878       -0.25219        0.24441       -0.18296        0.25273        0.11157          12.63833              0.0        100001.0
 224  drift     60.56500       14.73689       -0.04047        0.20010        0.20318        0.65340        0.68593        1.25300        4.37234        0.00099           0.11433             0.19130             0.23245             0.11475             0.18898             0.23187             2.49059             6.23036            15.45995         -0.09048       -0.30146       -0.12440        0.05992        0.17862       -1.28719       -0.29996        0.25022       -0.22800        0.25705        0.13550          12.70914              0.0        100001.0
 225  sol3d     61.06500       14.73691       -0.04031        0.20792        0.20843        0.70341        0.64007        1.27833        4.87833        0.00100           0.11477             0.19231             0.23654             0.11464             0.19054             0.22984             2.49011             6.22543            15.44773         -0.12709       -0.09275       -0.08715        0.35500        0.17862       -1.23149       -0.09702        0.26914       -0.02231        0.27074        0.24753          13.23079              0.0        100001.0
 226  drift     61.22000       14.73692       -0.04024        0.20945        0.20906        0.70454        0.63293        1.28906        5.05530        0.00100           0.11477             0.19241             0.23638             0.11464             0.19045             0.23001             2.48988             6.22045            15.43536         -0.12853       -0.09277       -0.08165        0.35499        0.17862       -1.21449       -0.15822        0.27312       -0.08265        0.27239        0.28295          13.45501              0.0        100001.0
 227  cav       61.58000       14.97924       -0.06640        0.21505        0.21279        0.72946        0.62499        1.31462        5.42780        0.00093           0.11479             0.19243             0.23611             0.11466             0.19055             0.23069             2.48509             6.17352            15.20572         -0.13142       -0.12765       -0.06647        0.33199        0.18012       -1.15791       -0.36458        0.29027       -0.28823        0.28451        0.12378          14.25521              0.0        100001.0
 228  drift     61.82000       14.97926       -0.06629        0.22231        0.21876        0.75916        0.64127        1.32344        5.63053        0.00093           0.11479             0.19262             0.23576             0.11466             0.19058             0.23101             2.48469             6.16395            15.18214         -0.13449       -0.12768       -0.05850        0.33197        0.18012       -1.11499       -0.46315        0.31019       -0.38441        0.30071        0.17244          14.44933              0.0        100001.0
 229  cav       62.18000       15.24038       -0.09633        0.23468        0.22955        0.80009        0.66097        1.34091        5.92276        0.00089           0.11481             0.19245             0.23556             0.11468             0.19065             0.23165             2.47841             6.10693            14.89495         -0.13839       -0.14593       -0.04366        0.32126        0.18172       -1.04944       -0.66556        0.34868       -0.58330        0.33400        0.05770          15.13484              0.0        100001.0
 230  drift     62.42000       15.24039       -0.09624        0.24602        0.23979        0.83281        0.69069        1.34549        6.05938        0.00089           0.11481             0.19245             0.23527             0.11467             0.19059             0.23187             2.47804             6.09680            14.87023         -0.14189       -0.14597       -0.03595        0.32125        0.18172       -0.98774       -0.76983        0.38319       -0.68444        0.36448        0.10273          15.24055              0.0        100001.0
 231  cav       62.78000       15.50571       -0.08846        0.26358        0.25611        0.89232        0.73193        1.35753        6.25399        0.00086           0.11482             0.19253             0.23508             0.11467             0.19053             0.23235             2.47203             6.02434            14.55156         -0.14640       -0.16275       -0.02161        0.31291        0.18330       -0.89013       -0.98503        0.44365       -0.89447        0.41940        0.00233          15.82187              0.0        100001.0
 232  drift     62.85000       15.50572       -0.08844        0.26772        0.25997        0.90683        0.74178        1.35767        6.28242        0.00086           0.11482             0.19249             0.23504             0.11467             0.19054             0.23237             2.47194             6.02157            14.54487         -0.14753       -0.16276       -0.01942        0.31291        0.18330       -0.87374       -1.01748        0.45768       -0.92584        0.43215        0.01474          15.82567              0.0        100001.0
 233  drift     62.95500       15.50572       -0.08841        0.27404        0.26591        0.92860        0.75658        1.35825        6.32511        0.00086           0.11482             0.19268             0.23497             0.11467             0.19056             0.23239             2.47182             6.01748            14.53498         -0.14924       -0.16278       -0.01613        0.31291        0.18330       -0.84916       -1.06623        0.47957       -0.97298        0.45210        0.03335          15.84000              0.0        100001.0
 234  sol3d     63.45500       15.50575       -0.08825        0.29420        0.28757        0.99868        0.83673        1.36699        6.52897        0.00086           0.11567             0.19395             0.24094             0.11487             0.19121             0.23462             2.47125             6.02155            14.50976         -0.14949        0.09674        0.03433        0.31123        0.18330       -0.73158       -0.46037        0.54868       -0.42058        0.52785        0.12039          16.04808              0.0        100001.0
 235  drift     63.61000       15.50575       -0.08821        0.29816        0.29126        1.00801        0.85503        1.37167        6.59237        0.00086           0.11567             0.19397             0.24095             0.11486             0.19116             0.23456             2.47111             6.01612            14.49667         -0.14799        0.09671        0.03915        0.31123        0.18330       -0.69541       -0.49753        0.56355       -0.45803        0.54150        0.14781          16.15922              0.0        100001.0
 236  cav       63.97000       15.76511       -0.10934        0.30684        0.29965        1.02479        0.89674        1.38581        6.73228        0.00082           0.11569             0.19408             0.24109             0.11488             0.19129             0.23472             2.46676             5.95639            14.21573         -0.14364        0.07326        0.05258        0.31858        0.18486       -0.61214       -0.66638        0.60176       -0.62863        0.57798        0.01992          16.80304              0.0        100001.0
 237  drift     64.21000       15.76512       -0.10930        0.31527        0.30777        1.04285        0.92840        1.38791        6.76585        0.00082           0.11569             0.19394             0.24122             0.11487             0.19114             0.23453             2.46662             5.94942            14.19909         -0.14188        0.07322        0.06023        0.31859        0.18486       -0.54334       -0.72851        0.63528       -0.69105        0.60972        0.05968          16.85506              0.0        100001.0
 238  cav       64.57000       16.02542       -0.11488        0.32729        0.31966        1.06981        0.97508        1.39493        6.81658        0.00081           0.11571             0.19412             0.24144             0.11487             0.19136             0.23452             2.46377             5.90887            13.96895         -0.13860        0.05610        0.07410        0.32243        0.18640       -0.44655       -0.91320        0.69021       -0.87754        0.66322       -0.07324          17.32786              0.0        100001.0
 239  drift     64.81000       16.02543       -0.11486        0.33791        0.33005        1.09733        1.01007        1.39225        6.79611        0.00081           0.11571             0.19430             0.24167             0.11487             0.19141             0.23429             2.46370             5.90399            13.95742         -0.13725        0.05607        0.08184        0.32245        0.18640       -0.37487       -0.98142        0.73572       -0.94602        0.70704       -0.03484          17.26191              0.0        100001.0
 240  cav       65.17000       16.28316       -0.12749        0.35294        0.34510        1.13352        1.06147        1.39191        6.76860        0.00081           0.11573             0.19426             0.24192             0.11488             0.19140             0.23427             2.46320             5.88283            13.80946         -0.13470        0.04124        0.09571        0.33814        0.18792       -0.27573       -1.18922        0.80905       -1.15652        0.77927       -0.17168          17.53683              0.0        100001.0
 241  drift     65.24000       16.28316       -0.12749        0.35659        0.34870        1.14255        1.07277        1.38954        6.74583        0.00081           0.11573             0.19433             0.24201             0.11488             0.19135             0.23421             2.46319             5.88202            13.80757         -0.13441        0.04123        0.09808        0.33815        0.18792       -0.25271       -1.21133        0.82586       -1.17873        0.79562       -0.16048          17.47705              0.0        100001.0
 242  drift     65.34500       16.28317       -0.12748        0.36212        0.35416        1.15610        1.08974        1.38627        6.71171        0.00081           0.11573             0.19444             0.24214             0.11488             0.19150             0.23411             2.46319             5.88092            13.80498         -0.13398        0.04121        0.10163        0.33816        0.18792       -0.21819       -1.24454        0.85164       -1.21210        0.82074       -0.14370          17.39498              0.0        100001.0
 243  sol3d     65.84500       16.28318       -0.12738        0.37453        0.37054        1.13192        1.15535        1.37559        6.54949        0.00080           0.11673             0.19516             0.24035             0.11518             0.19326             0.23397             2.46327             5.88010            13.80305         -0.09775        0.32554        0.13946        0.10649        0.18792       -0.05261       -0.10747        0.90330       -0.10355        0.89602       -0.06474          17.12742              0.0        100001.0
 244  drift     66.00000       16.28318       -0.12738        0.37529        0.37128        1.12601        1.15439        1.37392        6.49939        0.00080           0.11673             0.19533             0.24055             0.11518             0.19318             0.23416             2.46327             5.89332            13.80168         -0.09271        0.32553        0.14111        0.10651        0.18792       -0.00171       -0.12745        0.90694       -0.12367        0.89957       -0.04004          17.08589              0.0        100001.0
 245  cav       66.36000       16.54018       -0.11546        0.37577        0.37204        1.10723        1.16166        1.37368        6.37253        0.00080           0.11672             0.19545             0.24100             0.11517             0.19301             0.23453             2.46622             5.91131            13.81148         -0.08069        0.31268        0.14698        0.12214        0.18939        0.12538       -0.28556        0.91648       -0.28834        0.91047       -0.16383          17.32677              0.0        100001.0
 246  drift     66.60000       16.54018       -0.11547        0.37874        0.37502        1.10496        1.17526        1.36665        6.25632        0.00080           0.11673             0.19548             0.24133             0.11517             0.19327             0.23484             2.46624             5.91199            13.81305         -0.07319        0.31266        0.14992        0.12218        0.18939        0.19625       -0.31791        0.93097       -0.32096        0.92514       -0.12553          17.14978              0.0        100001.0
 247  cav       66.96000       16.78949       -0.10600        0.38223        0.37888        1.10062        1.19467        1.35852        6.08487        0.00082           0.11672             0.19559             0.24177             0.11517             0.19296             0.23532             2.47106             5.98001            13.90699         -0.06183        0.30661        0.15628        0.15093        0.19082        0.29100       -0.50926        0.95538       -0.52160        0.95135       -0.28614          17.16654              0.0        100001.0
 248  drift     67.69000       16.78948       -0.10607        0.39838        0.39533        1.12128        1.25085        1.32520        5.59014        0.00082           0.11674             0.19570             0.24280             0.11518             0.19329             0.23630             2.47107             5.98668            13.92251         -0.03945        0.30658        0.16730        0.15103        0.19082        0.48748       -0.61788        1.03770       -0.63177        1.03566       -0.16408          16.33478              0.0        100001.0
 249  drift     67.79500       16.78948       -0.10608        0.40090        0.39788        1.12428        1.25897        1.32185        5.51910        0.00082           0.11674             0.19581             0.24294             0.11518             0.19340             0.23643             2.47106             5.98780            13.92512         -0.03623        0.30657        0.16889        0.15105        0.19082        0.51575       -0.63356        1.05083       -0.64767        1.04909       -0.14659          16.25215              0.0        100001.0
 250  sol3d     68.29500       16.78946       -0.10618        0.39950        0.39895        1.08868        1.25591        1.31096        5.18116        0.00082           0.11730             0.19572             0.24869             0.11531             0.19460             0.23674             2.47077             5.97648            13.93119          0.01626        0.33711        0.17216       -0.09581        0.19082        0.65156        0.63309        1.03857        0.65953        1.05359       -0.06433          15.98738              0.0        100001.0
 251  drift     68.45000       16.78945       -0.10620        0.39578        0.39514        1.08318        1.24208        1.30931        5.07661        0.00082           0.11730             0.19563             0.24889             0.11531             0.19474             0.23690             2.47074             5.97823            13.93526          0.02148        0.33711        0.17068       -0.09578        0.19082        0.69334        0.60974        1.01930        0.63594        1.03352       -0.03857          15.94733              0.0        100001.0
 252  cav       68.81000       17.04500       -0.10791        0.38577        0.38524        1.06539        1.20806        1.30925        4.84572        0.00082           0.11728             0.19548             0.24902             0.11532             0.19443             0.23740             2.47743             6.05713            14.18531          0.03345        0.34194        0.16902       -0.07593        0.19228        0.77927        0.44017        0.97594        0.45587        0.98977       -0.14266          16.14517              0.0        100001.0
 253  drift     69.05000       17.04499       -0.10795        0.38174        0.38112        1.05991        1.19055        1.30323        4.64711        0.00082           0.11729             0.19569             0.24929             0.11533             0.19460             0.23760             2.47733             6.05965            14.19122          0.04166        0.34195        0.16720       -0.07589        0.19228        0.84451        0.40710        0.95562        0.42280        0.96870       -0.10286          15.99779              0.0        100001.0
 254  cav       69.41000       17.30027       -0.10358        0.37440        0.37395        1.05522        1.16252        1.29941        4.64192        0.00082           0.11727             0.19560             0.24917             0.11533             0.19450             0.23777             2.48362             6.11171            14.44848          0.05373        0.34716        0.16649       -0.06353        0.19373        0.95458        0.26590        0.92622        0.27362        0.93957       -0.18308          16.10081              0.0        100001.0
 255  drift     69.65000       17.30027       -0.10362        0.37197        0.37149        1.05928        1.14810        1.29151        4.77393        0.00082           0.11728             0.19575             0.24936             0.11533             0.19461             0.23791             2.48348             6.11320            14.45201          0.06206        0.34718        0.16496       -0.06350        0.19373        1.01673        0.23449        0.91422        0.24243        0.92721       -0.14306          15.90635              0.0        100001.0
 256  cav       70.01000       17.55442       -0.09852        0.36717        0.36692        1.06044        1.12488        1.28456        4.98008        0.00083           0.11727             0.19562             0.24919             0.11535             0.19468             0.23799             2.48957             6.18249            14.72021          0.07420        0.35701        0.16458       -0.04994        0.19515        1.10898        0.09438        0.89739        0.09437        0.91107       -0.22610          15.92704              0.0        100001.0
 257  drift     70.08000       17.55442       -0.09853        0.36691        0.36667        1.06242        1.12158        1.28147        5.01267        0.00083           0.11727             0.19564             0.24923             0.11535             0.19469             0.23801             2.48953             6.18248            14.72019          0.07670        0.35702        0.16423       -0.04993        0.19515        1.12609        0.08545        0.89613        0.08554        0.90981       -0.21423          15.85082              0.0        100001.0
 258  drift     70.18500       17.55442       -0.09856        0.36658        0.36633        1.06540        1.11890        1.27714        5.06160        0.00083           0.11727             0.19568             0.24927             0.11535             0.19471             0.23804             2.48946             6.18236            14.71989          0.08045        0.35702        0.16371       -0.04992        0.19515        1.15176        0.07206        0.89447        0.07230        0.90815       -0.19642          15.74424              0.0        100001.0
 259  sol3d     70.68500       17.55440       -0.09866        0.35542        0.35437        1.07304        1.05906        1.26153        5.29500        0.00083           0.11730             0.19573             0.24046             0.11526             0.19406             0.24690             2.48915             6.16587            14.71569          0.12555        0.21791        0.13498       -0.26715        0.19515        1.27499        1.00647        0.84066        1.05171        0.85046       -0.11180          15.36355              0.0        100001.0
 260  drift     70.84000       17.55439       -0.09870        0.34890        0.34765        1.05710        1.03619        1.25841        5.36749        0.00083           0.11730             0.19577             0.24051             0.11526             0.19411             0.24696             2.48906             6.16429            14.71190          0.12893        0.21793        0.13084       -0.26713        0.19515        1.31295        0.96707        0.81008        1.01101        0.81849       -0.08559          15.28820              0.0        100001.0
 261  cav       71.20000       17.80909       -0.08377        0.33272        0.33128        1.01523        0.98546        1.25600        5.54592        0.00082           0.11730             0.19577             0.24080             0.11527             0.19435             0.24695             2.49327             6.22293            14.92309          0.13606        0.23020        0.12329       -0.25790        0.19656        1.40497        0.80501        0.74204        0.84003        0.74858       -0.15355          15.42244              0.0        100001.0
 262  drift     71.44000       17.80908       -0.08383        0.32427        0.32256        0.99699        0.96012        1.24958        5.62998        0.00082           0.11730             0.19601             0.24080             0.11527             0.19436             0.24697             2.49314             6.21942            14.91468          0.14159        0.23022        0.11710       -0.25788        0.19656        1.45453        0.74824        0.70479        0.78184        0.70968       -0.11302          15.26579              0.0        100001.0
 263  cav       71.80000       18.06257       -0.06922        0.31092        0.30908        0.96609        0.92549        1.24505        5.75941        0.00082           0.11730             0.19610             0.24091             0.11528             0.19429             0.24687             2.49623             6.26321            15.09206          0.14913        0.24316        0.10990       -0.24284        0.19795        1.52594        0.59965        0.65258        0.62573        0.65616       -0.18281          15.34984              0.0        100001.0
 264  drift     72.04000       18.06255       -0.06929        0.30431        0.30225        0.95084        0.90660        1.23730        5.81530        0.00082           0.11730             0.19602             0.24081             0.11528             0.19423             0.24680             2.49614             6.25989            15.08407          0.15496        0.24319        0.10408       -0.24283        0.19795        1.56661        0.54620        0.62511        0.57135        0.62746       -0.14204          15.15990              0.0        100001.0
 265  cav       72.40000       18.31282       -0.06610        0.29395        0.29179        0.93510        0.87763        1.23104        5.91371        0.00083           0.11731             0.19621             0.24074             0.11530             0.19430             0.24658             2.49798             6.30205            15.22235          0.16300        0.25546        0.09751       -0.23344        0.19933        1.63461        0.41373        0.58731        0.43331        0.58879       -0.19995          15.20302              0.0        100001.0
 266  drift     72.47000       18.31281       -0.06612        0.29253        0.29031        0.93364        0.87307        1.22837        5.92432        0.00083           0.11731             0.19617             0.24069             0.11530             0.19427             0.24654             2.49797             6.30120            15.22029          0.16479        0.25547        0.09587       -0.23344        0.19933        1.64585        0.39876        0.58162        0.41816        0.58283       -0.18796          15.13714              0.0        100001.0
 267  drift     72.57500       18.31281       -0.06615        0.29048        0.28818        0.93147        0.86810        1.22466        5.94026        0.00083           0.11731             0.19610             0.24062             0.11530             0.19446             0.24647             2.49796             6.29995            15.21728          0.16747        0.25549        0.09342       -0.23343        0.19933        1.66272        0.37632        0.57349        0.39546        0.57429       -0.16999          15.04596              0.0        100001.0
 268  sol3d     73.07500       18.31278       -0.06627        0.27585        0.27055        0.91846        0.76074        1.21197        6.01670        0.00083           0.11706             0.19526             0.24561             0.11520             0.19382             0.24535             2.49790             6.29480            15.20483          0.18795       -0.02355        0.04533       -0.30921        0.19933        1.74383        0.83098        0.51831        0.84718        0.50662       -0.08475          14.73615              0.0        100001.0
 269  drift     73.23000       18.31278       -0.06632        0.26914        0.26368        0.90409        0.73921        1.20975        6.04049        0.00083           0.11706             0.19540             0.24548             0.11520             0.19376             0.24527             2.49792             6.29329            15.20120          0.18758       -0.02353        0.04054       -0.30921        0.19933        1.76881        0.77824        0.49339        0.79245        0.48122       -0.05824          14.68224              0.0        100001.0
 270  cav       73.59000       18.56546       -0.04374        0.25347        0.24791        0.86682        0.68905        1.20969        6.10820        0.00082           0.11705             0.19534             0.24509             0.11520             0.19373             0.24522             2.49762             6.32134            15.26894          0.18590       -0.00844        0.03172       -0.30530        0.20069        1.83050        0.61902        0.44063        0.62699        0.42828       -0.10788          14.88168              0.0        100001.0
 271  drift     73.83000       18.56545       -0.04381        0.24535        0.23964        0.84656        0.65748        1.20557        6.11584        0.00082           0.11705             0.19543             0.24490             0.11520             0.19385             0.24507             2.49770             6.31960            15.26474          0.18570       -0.00840        0.02440       -0.30530        0.20069        1.85589        0.54039        0.41286        0.54565        0.40018       -0.06733          14.78008              0.0        100001.0
 272  cav       74.19000       18.81589       -0.02759        0.23376        0.22810        0.81346        0.63155        1.20468        6.13449        0.00081           0.11704             0.19519             0.24460             0.11521             0.19372             0.24491             2.49661             6.32005            15.30278          0.18460        0.00637        0.01582       -0.30328        0.20204        1.89289        0.38989        0.37733        0.38985        0.36496       -0.12086          14.96142              0.0        100001.0
 273  drift     74.92000       18.81585       -0.02780        0.22111        0.21550        0.79069        0.62094        1.19632        6.08127        0.00081           0.11703             0.19522             0.24433             0.11521             0.19346             0.24458             2.49704             6.31754            15.29671          0.18507        0.00648       -0.00632       -0.30328        0.20204        1.94153        0.15747        0.33760        0.14998        0.32576        0.00147          14.75176              0.0        100001.0
