n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
  76  drift     17.50000        2.77394        0.51050        0.36064        0.35456        1.11998        0.97393        2.50025       12.51614        0.00501           0.11564             0.19962             0.26652             0.11483             0.19924             0.26284             3.37351            16.12424            88.59472          0.11060        0.23166       -0.00763       -0.28631        0.07704       -6.41722       -1.22006        0.34655       -1.10353        0.33733       -0.98291           6.99365              0.0        100001.0
  77  drift     17.60500        2.77394        0.51064        0.37417        0.36695        1.15905        1.01004        2.28156       12.05257        0.00501           0.11565             0.19957             0.26717             0.11484             0.19896             0.26282             3.37321            16.08711            88.39074          0.11303        0.23173       -0.01064       -0.28631        0.07704       -6.75335       -1.30133        0.37303       -1.17839        0.36130       -0.79591           5.82424              0.0        100001.0
  78  sol3d     18.10500        2.77394        0.51064        0.34732        0.34640        0.99619        0.99540        1.79275       11.72486        0.00500           0.11479             0.19792             0.25244             0.11529             0.19676             0.25323             3.36872            16.10514            88.00623          0.07602       -0.61777       -0.07458        0.17398        0.07704       -8.33740        2.02760        0.32382        2.03429        0.32072        0.08648           3.60076              0.0        100001.0
  79  drift     18.26000        2.77394        0.51056        0.31415        0.31289        0.90049        0.89644        1.89845       12.77823        0.00500           0.11480             0.19805             0.25198             0.11530             0.19685             0.25334             3.36980            16.10684            88.01552          0.06644       -0.61771       -0.07188        0.17393        0.07704       -8.83292        1.77518        0.26491        1.77826        0.26166        0.36028           4.03656              0.0        100001.0
  80  cav       18.62000        3.02608       -0.19699        0.26011        0.25811        0.74003        0.75655        2.20357       13.41497        0.00409           0.11509             0.19758             0.25137             0.11558             0.19628             0.25491             3.34629            15.84925            80.45304          0.05030       -0.32260       -0.06432       -0.17703        0.08075       -8.62208        0.72487        0.18988        0.75600        0.18617        0.50016           6.01671              0.0        100001.0
  81  drift     18.86000        3.02608       -0.19716        0.23884        0.23560        0.69169        0.70622        2.52820       13.67308        0.00411           0.11508             0.19723             0.25156             0.11557             0.19614             0.25506             3.34841            15.86195            80.92833          0.04255       -0.32254       -0.06857       -0.17712        0.08075       -8.33364        0.51994        0.16011        0.54153        0.15514        0.80798           7.91506              0.0        100001.0
  82  cav       19.22000        3.29850       -0.59834        0.22759        0.22308        0.67345        0.69970        2.82570       12.79452        0.00285           0.11489             0.19580             0.24911             0.11536             0.19445             0.25319             3.30630            16.13840            74.02935          0.03071       -0.33200       -0.06953       -0.29630        0.08448       -7.09434       -0.09375        0.15236       -0.05602        0.14577        0.46996          10.95892              0.0        100001.0
  83  drift     19.29000        3.29850       -0.59835        0.22884        0.22396        0.68000        0.71195        2.87712       12.59519        0.00285           0.11488             0.19583             0.24883             0.11536             0.19423             0.25290             3.30670            16.08627            74.13028          0.02839       -0.33199       -0.07160       -0.29633        0.08448       -6.85139       -0.14366        0.15404       -0.10767        0.14694        0.51794          11.35996              0.0        100001.0
  84  drift     19.39500        3.29850       -0.59835        0.23167        0.22631        0.68993        0.73044        2.96165       12.38019        0.00286           0.11487             0.19574             0.24840             0.11535             0.19415             0.25247             3.30739            16.11311            74.25397          0.02490       -0.33197       -0.07471       -0.29636        0.08448       -6.48694       -0.21855        0.15788       -0.18514        0.15005        0.59020          12.03480              0.0        100001.0
  85  sol3d     19.89500        3.29851       -0.59809        0.21054        0.21149        0.66693        0.69171        3.46624       11.69786        0.00289           0.11468             0.19548             0.26310             0.11543             0.19450             0.25392             3.31345            16.14113            74.38310         -0.03830       -0.44969       -0.06908        0.46940        0.08448       -4.74687        0.57387        0.13062        0.64209        0.13094        0.94129          16.45484              0.0        100001.0
  86  drift     20.05000        3.29851       -0.59804        0.19792        0.19714        0.63831        0.64638        3.65068       11.64546        0.00291           0.11469             0.19554             0.26353             0.11544             0.19458             0.25403             3.31487            16.13694            74.36378         -0.04527       -0.44973       -0.06180        0.46935        0.08448       -4.20889        0.40979        0.11542        0.46871        0.11378        1.05255          18.24478              0.0        100001.0
  87  cav       20.41000        3.59177       -0.71017        0.18873        0.18471        0.59030        0.56489        3.73057       10.53627        0.00171           0.11509             0.19840             0.26919             0.11571             0.19608             0.25698             3.15472            15.59823            78.77895         -0.06105       -0.45422       -0.04182        0.24514        0.08822       -2.73261       -0.14220        0.10920       -0.08595        0.10404       -0.04851          21.82370              0.0        100001.0
  88  drift     20.65000        3.59177       -0.71016        0.19927        0.19340        0.61106        0.57044        3.72850       10.10232        0.00171           0.11510             0.19856             0.26979             0.11571             0.19600             0.25756             3.15336            15.61069            78.84187         -0.07195       -0.45429       -0.03594        0.24509        0.08822       -1.78569       -0.37706        0.12173       -0.32853        0.11406        0.02743          21.80886              0.0        100001.0
  89  cav       21.01000        3.88392       -0.83736        0.23397        0.22683        0.72543        0.62444        3.42482        9.42052        0.00271           0.11586             0.20253             0.27593             0.11635             0.19886             0.26062             2.99701            14.04201            79.33341         -0.09082       -0.62984       -0.02090        0.22271        0.09180       -0.24737       -1.02555        0.17349       -0.95681        0.16237       -1.32376          20.96248              0.0        100001.0
  90  drift     21.08000        3.88392       -0.83737        0.24385        0.23640        0.76287        0.64727        3.34421        9.26574        0.00271           0.11585             0.20237             0.27571             0.11635             0.19882             0.26058             2.99609            14.03820            79.31189         -0.09523       -0.62986       -0.01934        0.22271        0.09180        0.06594       -1.11136        0.18847       -1.04230        0.17639       -1.27173          19.99345              0.0        100001.0
  91  drift     21.18500        3.88392       -0.83739        0.25935        0.25151        0.81910        0.68599        3.22592        9.03406        0.00270           0.11584             0.20238             0.27534             0.11634             0.19872             0.26044             2.99474            14.02970            79.26382         -0.10185       -0.62991       -0.01701        0.22270        0.09180        0.53592       -1.24057        0.21320       -1.17104        0.19966       -1.19427          18.61251              0.0        100001.0
  92  sol3d     21.68500        3.88392       -0.83730        0.29358        0.28023        0.93802        0.85035        2.71430        9.08706        0.00267           0.11592             0.20053             0.27172             0.11601             0.19875             0.26643             2.98882            13.93608            78.73494         -0.09685        0.35925        0.04871        0.11047        0.09180        2.77940        0.24418        0.27301        0.20602        0.24855       -0.83217          13.20296              0.0        100001.0
  93  drift     21.84000        3.88392       -0.83722        0.29007        0.27726        0.92888        0.85457        2.57816        9.33306        0.00267           0.11591             0.20053             0.27135             0.11600             0.19853             0.26612             2.98760            13.97599            78.51681         -0.09128        0.35918        0.05042        0.11050        0.09180        3.47262        0.17740        0.26656        0.13465        0.24334       -0.72214          11.91664              0.0        100001.0
  94  cav       22.20000        4.15817       -0.47650        0.29430        0.28312        0.94053        0.89608        2.10473        9.01573        0.00381           0.11591             0.20073             0.27273             0.11591             0.19912             0.26585             2.92470            13.01257            70.33821         -0.08220        0.10533        0.05992        0.15446        0.09482        4.69258       -0.55286        0.28340       -0.54210        0.26228       -1.20393           8.65416              0.0        100001.0
  95  drift     22.93000        4.15817       -0.47670        0.34611        0.33670        1.08233        1.04988        1.36264        9.13010        0.00378           0.11593             0.20108             0.27395             0.11593             0.19924             0.26744             2.91994            12.96855            69.72339         -0.07452        0.10516        0.07120        0.15467        0.09482        6.48975       -0.93264        0.39191       -0.94496        0.37090       -0.13143           3.63326              0.0        100001.0
  96  drift     23.03500        4.15816       -0.47687        0.35492        0.34588        1.10562        1.07223        1.35134        9.62525        0.00378           0.11594             0.20105             0.27428             0.11594             0.19923             0.26778             2.91958            12.96940            69.72794         -0.07341        0.10514        0.07283        0.15470        0.09482        6.74844       -0.98815        0.41209       -1.00387        0.39137        0.02177           3.57372              0.0        100001.0
  97  sol3d     23.53500        4.15814       -0.47738        0.34737        0.33990        0.96237        1.02785        1.68773       12.21774        0.00379           0.11654             0.20042             0.26199             0.11569             0.20161             0.25814             2.91919            12.94645            69.98081         -0.02047        0.41900        0.08398       -0.49209        0.09482        7.98919        1.30813        0.39270        1.23449        0.37875        0.75138           5.57510              0.0        100001.0
  98  drift     23.69000        4.15813       -0.47746        0.32979        0.32310        0.89577        0.95788        1.88587       13.08720        0.00379           0.11655             0.20051             0.26244             0.11570             0.20177             0.25835             2.91859            12.89838            70.09987         -0.01397        0.41898        0.07636       -0.49204        0.09482        8.37168        1.19501        0.35392        1.12515        0.34220        0.97856           6.96246              0.0        100001.0
  99  cav       24.05000        4.46440        0.26466        0.29649        0.29211        0.78569        0.83281        2.27681       13.98468        0.00279           0.11638             0.20242             0.26565             0.11551             0.20334             0.26442             2.93198            12.86466            77.96764         -0.00004        0.37536        0.06536       -0.37003        0.09789        8.50164        0.52852        0.29576        0.49003        0.28927        0.86286          10.76570              0.0        100001.0
 100  drift     24.29000        4.46440        0.26468        0.28494        0.28144        0.74228        0.77888        2.50713       14.06017        0.00280           0.11640             0.20296             0.26600             0.11553             0.20326             0.26535             2.93162            12.89867            78.17375          0.00897        0.37536        0.05648       -0.36998        0.09789        8.18750        0.41574        0.27313        0.37819        0.26847        1.06157          13.05553              0.0        100001.0
 101  cav       24.65000        4.79482        0.46779        0.27156        0.27001        0.73756        0.74163        2.78255       13.90163        0.00212           0.11705             0.20731             0.27278             0.11609             0.20777             0.27777             2.97120            12.62684            85.31650          0.02160        0.36082        0.04836       -0.30433        0.10136        7.41868        0.07621        0.25542        0.04587        0.25460        0.82720          17.00716              0.0        100001.0
 102  drift     24.72000        4.79482        0.46780        0.27111        0.26978        0.74068        0.74077        2.82834       13.85819        0.00213           0.11706             0.20726             0.27271             0.11610             0.20761             0.27792             2.97124            12.62999            85.33775          0.02413        0.36082        0.04623       -0.30431        0.10136        7.26222        0.04621        0.25457        0.01587        0.25417        0.86243          17.57126              0.0        100001.0
 103  drift     24.82500        4.79482        0.46781        0.27085        0.26987        0.74543        0.74554        2.89916       13.79352        0.00213           0.11706             0.20716             0.27257             0.11610             0.20774             0.27810             2.97134            12.63288            85.35729          0.02791        0.36083        0.04304       -0.30430        0.10136        7.02753        0.00125        0.25408       -0.02909        0.25432        0.91549          18.46170              0.0        100001.0
 104  sol3d     25.32500        4.79482        0.46789        0.24435        0.23780        0.73434        0.67528        3.26658       13.49441        0.00215           0.11698             0.20637             0.27775             0.11607             0.20787             0.29444             2.97261            12.60366            85.15985          0.04646       -0.16459        0.00239       -0.52352        0.10136        5.91394        0.98460        0.20693        0.94908        0.19753        1.17134          23.42765              0.0        100001.0
 105  drift     25.48000        4.79482        0.46790        0.22714        0.22095        0.69530        0.64569        3.38944       13.40390        0.00215           0.11697             0.20637             0.27775             0.11606             0.20785             0.29440             2.97332            12.58852            85.05759          0.04391       -0.16456       -0.00573       -0.52352        0.10136        5.56768        0.83268        0.17883        0.79561        0.17054        1.25234          25.21705              0.0        100001.0
 106  cav       25.84000        5.12706        0.64220        0.19429        0.18987        0.61412        0.60098        3.58040       12.88019        0.00145           0.11734             0.20825             0.28334             0.11636             0.20944             0.29750             3.08025            12.28592            81.90615          0.03839       -0.10005       -0.01931       -0.50186        0.10473        4.64433        0.39681        0.13477        0.36250        0.12978        0.61242          28.99349              0.0        100001.0
 107  drift     26.08000        5.12706        0.64217        0.18401        0.18075        0.59887        0.59342        3.66767       12.42939        0.00146           0.11732             0.20816             0.28321             0.11634             0.20915             0.29751             3.08141            12.34780            81.77353          0.03599       -0.10002       -0.03136       -0.50187        0.10473        3.93254        0.18418        0.12091        0.14682        0.11764        0.67631          30.41247              0.0        100001.0
 108  cav       26.44000        5.45503        0.69902        0.18245        0.18166        0.58142        0.60779        3.69079       11.46684        0.00126           0.11726             0.20785             0.28125             0.11627             0.20863             0.29384             3.23863            12.34027            76.64766          0.03163       -0.09552       -0.04431       -0.49881        0.10800        2.77494       -0.23234        0.12264       -0.27152        0.12262       -0.36491          31.15904              0.0        100001.0
 109  drift     26.51000        5.45503        0.69902        0.18518        0.18478        0.58182        0.61526        3.67761       11.24869        0.00126           0.11727             0.20795             0.28140             0.11627             0.20873             0.29398             3.23869            12.34126            76.65377          0.03096       -0.09551       -0.04780       -0.49882        0.10800        2.55591       -0.29450        0.12633       -0.33484        0.12686       -0.35020          30.93635              0.0        100001.0
 110  drift     26.61500        5.45503        0.69902        0.19037        0.19055        0.59017        0.62652        3.65881       10.92184        0.00126           0.11727             0.20803             0.28151             0.11628             0.20884             0.29414             3.23871            12.34359            76.66828          0.02996       -0.09550       -0.05304       -0.49883        0.10800        2.22737       -0.38788        0.13350       -0.42997        0.13490       -0.32827          30.62054              0.0        100001.0
 111  sol3d     27.11500        5.45503        0.69901        0.20855        0.21194        0.57826        0.67592        3.58413        9.37042        0.00125           0.11706             0.20902             0.30032             0.11653             0.21001             0.28418             3.23621            12.36893            76.82564         -0.00895       -0.34418       -0.07426       -0.13041        0.10800        0.66442       -0.11176        0.16051       -0.17956        0.16653       -0.22681          29.40604              0.0        100001.0
 112  drift     27.27000        5.45504        0.69904        0.21182        0.21645        0.58020        0.67683        3.56643        8.89157        0.00125           0.11706             0.20897             0.29982             0.11653             0.20992             0.28444             3.23550            12.37519            76.86456         -0.01429       -0.34419       -0.07628       -0.13044        0.10800        0.17932       -0.21393        0.16559       -0.28016        0.17369       -0.19612          29.12273              0.0        100001.0
 113  cav       27.63000        5.77433        0.59436        0.22646        0.23376        0.66225        0.71991        3.42923        7.62077        0.00195           0.11647             0.20504             0.28961             0.11590             0.20572             0.27763             3.39537            13.17923            77.07151         -0.02662       -0.36667       -0.07662       -0.19421        0.11119       -0.88659       -0.61773        0.19584       -0.68914        0.20969       -1.17451          27.18736              0.0        100001.0
 114  drift     27.87000        5.77433        0.59433        0.24530        0.25373        0.75923        0.80410        3.27830        7.37478        0.00194           0.11645             0.20475             0.28878             0.11588             0.20554             0.27739             3.39376            13.17897            77.07000         -0.03542       -0.36669       -0.08128       -0.19426        0.11119       -1.50704       -0.79430        0.22981       -0.86549        0.24709       -1.07749          24.85874              0.0        100001.0
 115  cav       28.23000        6.07891        0.45194        0.27904        0.28905        0.90406        0.92818        2.97095        7.49890        0.00298           0.11608             0.20198             0.28248             0.11545             0.20274             0.27032             3.52459            14.08352            80.47726         -0.04869       -0.41904       -0.08501       -0.31243        0.11417       -2.31732       -1.35073        0.30636       -1.43946        0.33052       -1.82196          20.72443              0.0        100001.0
 116  drift     28.30000        6.07890        0.45191        0.28773        0.29794        0.93711        0.95822        2.89397        7.47971        0.00298           0.11607             0.20188             0.28235             0.11544             0.20264             0.27018             3.52426            14.07788            80.44505         -0.05163       -0.41905       -0.08720       -0.31245        0.11417       -2.45125       -1.41734        0.32575       -1.50667        0.35116       -1.75908          19.66627              0.0        100001.0
 117  drift     28.40500        6.07890        0.45188        0.30104        0.31151        0.98671        1.00575        2.77987        7.45123        0.00297           0.11606             0.20203             0.28217             0.11543             0.20248             0.26997             3.52380            14.06902            80.39443         -0.05603       -0.41907       -0.09048       -0.31247        0.11417       -2.65212       -1.51753        0.35661       -1.60776        0.38390       -1.66500          18.14848              0.0        100001.0
 118  sol3d     28.90500        6.07889        0.45166        0.33270        0.34359        1.10630        1.07897        2.26529        7.38576        0.00296           0.11586             0.20148             0.26441             0.11631             0.20327             0.27031             3.52093            14.02084            80.11906         -0.10155       -0.07060       -0.05992        0.26032        0.11417       -3.60454        0.03128        0.43634        0.05535        0.46353       -1.22117          12.06122              0.0        100001.0
 119  drift     29.06000        6.07888        0.45158        0.33259        0.34319        1.10522        1.07007        2.11868        7.37744        0.00296           0.11585             0.20152             0.26447             0.11631             0.20299             0.26994             3.52051            14.00400            80.02287         -0.10265       -0.07065       -0.05589        0.26030        0.11417       -3.90114       -0.00904        0.43605        0.01695        0.46246       -1.08412          10.55184              0.0        100001.0
 120  cav       29.42000        6.32334        0.13441        0.33856        0.34883        1.11603        1.06118        1.73023        7.18411        0.00380           0.11612             0.20162             0.26740             0.11655             0.20284             0.26655             3.55955            14.34859            83.90991         -0.10655       -0.22588       -0.04476        0.18404        0.11664       -4.36857       -0.73494        0.46053       -0.72875        0.48708       -1.24073           7.26292              0.0        100001.0
 121  drift     30.15000        6.32330        0.13382        0.38252        0.39117        1.22059        1.13910        1.10672        6.76837        0.00379           0.11615             0.20213             0.26951             0.11660             0.20303             0.26540             3.56448            14.35125            83.43751         -0.12305       -0.22609       -0.03133        0.18393        0.11664       -4.77236       -1.00727        0.58773       -0.98662        0.61228       -0.17728           2.96739              0.0        100001.0
 122  drift     30.25500        6.32330        0.13374        0.38948        0.39787        1.23663        1.15195        1.09037        6.87421        0.00379           0.11616             0.20216             0.26990             0.11661             0.20296             0.26530             3.56533            14.34673            83.41122         -0.12542       -0.22612       -0.02940        0.18392        0.11664       -4.83030       -1.04698        0.60928       -1.02422        0.63337       -0.02499           2.87968              0.0        100001.0
 123  sol3d     30.75500        6.32327        0.13332        0.38811        0.39402        1.21131        1.12000        1.32932        7.93663        0.00379           0.11571             0.20345             0.26841             0.11728             0.20361             0.26790             3.56573            14.34275            83.38809         -0.12059        0.44315        0.02697        0.18878        0.11664       -5.10037        1.16081        0.60734        1.19695        0.61761        0.69910           4.27964              0.0        100001.0
 124  drift     30.91000        6.32327        0.13325        0.37679        0.38235        1.16562        1.08209        1.48329        8.32128        0.00379           0.11572             0.20366             0.26903             0.11729             0.20381             0.26817             3.56694            14.35042            83.43267         -0.11372        0.44309        0.02990        0.18880        0.11664       -5.18555        1.09571        0.57236        1.13072        0.58152        0.92438           5.32665              0.0        100001.0
 125  cav       31.27000        6.59995       -0.05230        0.35441        0.35968        1.06947        1.02239        1.84561        9.05033        0.00301           0.11573             0.20293             0.26631             0.11731             0.20285             0.26551             3.55922            14.34729            80.60275         -0.09841        0.36529        0.04022        0.22273        0.11928       -5.22187        0.39126        0.51782        0.42301        0.52619        0.99591           8.64222              0.0        100001.0
 126  drift     31.51000        6.59994       -0.05233        0.34845        0.35321        1.02923        1.00364        2.06485        9.36245        0.00302           0.11575             0.20304             0.26716             0.11732             0.20317             0.26593             3.56072            14.37294            80.74688         -0.08965        0.36522        0.04557        0.22277        0.11928       -5.16988        0.33042        0.50051        0.36187        0.50736        1.22436          10.81291              0.0        100001.0
 127  cav       31.87000        6.91075       -0.17737        0.34090        0.34539        0.97554        0.98447        2.36519        9.77090        0.00227           0.11553             0.20130             0.25974             0.11710             0.20089             0.26260             3.53000            14.46992            77.79529         -0.07631        0.33287        0.05719        0.24566        0.12215       -5.02296       -0.12173        0.49149       -0.09104        0.49775        1.03284          15.00332              0.0        100001.0
 128  drift     31.94000        6.91075       -0.17737        0.34153        0.34587        0.97113        0.98594        2.41109        9.81403        0.00227           0.11553             0.20117             0.25991             0.11710             0.20100             0.26275             3.53043            14.47479            77.82145         -0.07398        0.33286        0.05891        0.24567        0.12215       -4.97335       -0.13810        0.49331       -0.10713        0.49913        1.07229          15.58936              0.0        100001.0
 129  drift     32.04500        6.91075       -0.17736        0.34263        0.34674        0.96455        0.98816        2.48147        9.88975        0.00227           0.11553             0.20137             0.26016             0.11710             0.20090             0.26296             3.53112            14.48105            77.85510         -0.07049        0.33284        0.06149        0.24569        0.12215       -4.89894       -0.16263        0.49646       -0.13123        0.50162        1.13154          16.50956              0.0        100001.0
 130  sol3d     32.54500        6.91075       -0.17737        0.31893        0.32553        0.87274        0.93628        2.83715       10.24163        0.00228           0.11533             0.20021             0.27129             0.11694             0.20175             0.26201             3.53294            14.48876            77.89655         -0.02376        0.49598        0.08035       -0.16596        0.12215       -4.54113        1.33481        0.43089        1.34549        0.44276        1.41545          21.57036              0.0        100001.0
 131  drift     32.70000        6.91075       -0.17735        0.30387        0.31044        0.82246        0.89425        2.95348       10.35371        0.00228           0.11534             0.20033             0.27146             0.11694             0.20180             0.26208             3.53419            14.48858            77.89558         -0.01607        0.49597        0.07778       -0.16593        0.12215       -4.43115        1.23113        0.39113        1.24347        0.40264        1.50410          23.36723              0.0        100001.0
 132  cav       33.06000        7.21501       -0.35930        0.27067        0.27755        0.72232        0.81995        3.16302       10.50854        0.00138           0.11501             0.19779             0.26729             0.11657             0.19937             0.25859             3.44233            14.83254            78.89649          0.00154        0.46022        0.07558       -0.11886        0.12493       -4.08980        0.78157        0.31834        0.79205        0.33023        0.75483          28.77959              0.0        100001.0
 133  drift     33.30000        7.21501       -0.35927        0.25561        0.26243        0.69884        0.78218        3.24282       10.41054        0.00138           0.11501             0.19761             0.26704             0.11658             0.19928             0.25846             3.44389            14.82576            78.86045          0.01258        0.46022        0.07273       -0.11882        0.12493       -3.75311        0.65497        0.28390        0.66857        0.29522        0.81171          30.23657              0.0        100001.0
 134  cav       33.66000        7.52454       -0.43285        0.23595        0.24286        0.69177        0.73057        3.31529       10.07751        0.00098           0.11468             0.19603             0.26242             0.11623             0.19720             0.25512             3.33444            15.03625            81.71875          0.02920        0.48568        0.07169       -0.09719        0.12764       -3.18863        0.32726        0.24787        0.34033        0.25908       -0.10852          34.06581              0.0        100001.0
 135  drift     33.73000        7.52454       -0.43285        0.23388        0.24072        0.69405        0.72457        3.31259        9.96687        0.00098           0.11467             0.19618             0.26227             0.11623             0.19712             0.25500             3.33475            15.03345            81.70351          0.03260        0.48568        0.07101       -0.09718        0.12764       -3.07284        0.29446        0.24353        0.30862        0.25454       -0.09855          34.00719              0.0        100001.0
 136  drift     33.83500        7.52454       -0.43284        0.23114        0.23788        0.69751        0.71925        3.30904        9.80251        0.00098           0.11467             0.19602             0.26205             0.11622             0.19723             0.25482             3.33518            15.11126            81.68248          0.03770        0.48569        0.06998       -0.09716        0.12764       -2.89915        0.24530        0.23788        0.26111        0.24858       -0.08358          33.92988              0.0        100001.0
 137  sol3d     34.33500        7.52454       -0.43283        0.21028        0.21964        0.68378        0.67505        3.30011        9.18669        0.00098           0.11479             0.19682             0.26000             0.11579             0.19695             0.25381             3.33672            15.09982            81.62064          0.07576        0.35739        0.03963       -0.40201        0.12764       -2.07099        0.47016        0.19667        0.52928        0.21271       -0.01172          33.73136              0.0        100001.0
 138  drift     34.49000        7.52454       -0.43284        0.20321        0.21182        0.68071        0.65366        3.30011        8.99690        0.00098           0.11478             0.19689             0.25975             0.11578             0.19699             0.25353             3.33674            15.10039            81.62375          0.08130        0.35741        0.03340       -0.40200        0.12764       -1.81455        0.37067        0.18368        0.43264        0.19785        0.01073          33.73132              0.0        100001.0
 139  cav       34.85000        7.83605       -0.45090        0.19181        0.19840        0.66994        0.60795        3.26202        8.45953        0.00125           0.11466             0.19643             0.25880             0.11566             0.19626             0.25291             3.22017            14.84873            84.84989          0.09373        0.37996        0.02230       -0.40114        0.13028       -1.23639        0.05848        0.16721        0.12260        0.17735       -0.93005          35.57049              0.0        100001.0
 140  drift     35.09000        7.83605       -0.45094        0.19228        0.19705        0.67258        0.58773        3.18667        7.95268        0.00125           0.11466             0.19650             0.25890             0.11566             0.19611             0.25304             3.21923            14.85224            84.86995          0.10285        0.38001        0.01267       -0.40113        0.13028       -0.83110       -0.09080        0.16803       -0.02007        0.17494       -0.87537          33.95603              0.0        100001.0
 141  cav       35.45000        8.14573       -0.46600        0.19938        0.20134        0.68957        0.59460        3.04567        7.13497        0.00182           0.11472             0.19722             0.26053             0.11571             0.19639             0.25472             3.12062            14.26513            86.45535          0.11587        0.40991        0.00174       -0.39144        0.13285       -0.24964       -0.39992        0.18414       -0.31981        0.18616       -1.71652          33.26739              0.0        100001.0
 142  drift     35.52000        8.14573       -0.46601        0.20257        0.20391        0.69924        0.59766        3.00530        6.95585        0.00182           0.11472             0.19706             0.26066             0.11571             0.19648             0.25483             3.12018            14.26545            86.45726          0.11874        0.40993       -0.00100       -0.39144        0.13285       -0.12981       -0.44560        0.19006       -0.36284        0.19095       -1.68403          32.39590              0.0        100001.0
 143  drift     35.62500        8.14573       -0.46602        0.20787        0.20830        0.71377        0.60228        2.94521        6.68733        0.00181           0.11473             0.19721             0.26086             0.11571             0.19661             0.25501             3.11951            14.26539            86.45688          0.12304        0.40995       -0.00511       -0.39144        0.13285        0.04993       -0.51425        0.20015       -0.42748        0.19926       -1.63546          31.11998              0.0        100001.0
 144  sol3d     36.12500        8.14572       -0.46609        0.21966        0.21630        0.73156        0.67093        2.66753        6.43150        0.00180           0.11526             0.19747             0.26364             0.11533             0.19560             0.25704             3.11621            14.25338            86.38410          0.11179       -0.24219       -0.07090       -0.34661        0.13285        0.90754        0.06408        0.22245        0.14815        0.21556       -1.40660          25.55553              0.0        100001.0
 145  drift     36.28000        8.14572       -0.46611        0.21926        0.21460        0.72489        0.66470        2.58463        6.52206        0.00180           0.11527             0.19747             0.26399             0.11533             0.19562             0.25740             3.11577            14.24324            86.32266          0.10803       -0.24216       -0.07628       -0.34663        0.13285        1.17287       -0.00959        0.22163        0.07104        0.21219       -1.33635          23.99520              0.0        100001.0
 146  cav       36.64000        8.32609       -0.29249        0.22508        0.21783        0.71740        0.67684        2.31741        6.50488        0.00300           0.11528             0.19779             0.26549             0.11533             0.19589             0.25911             3.08205            13.96237            85.13638          0.10042       -0.14670       -0.08808       -0.44546        0.13420        1.69913       -0.42429        0.23591       -0.33484        0.22087       -2.37090          19.89811              0.0        100001.0
 147  drift     37.37000        8.32607       -0.29264        0.26470        0.25314        0.83340        0.82882        1.61682        5.86348        0.00298           0.11528             0.19779             0.26550             0.11532             0.19592             0.25915             3.08164            13.91839            84.86823          0.08971       -0.14657       -0.12061       -0.44561        0.13420        2.47620       -0.81155        0.32627       -0.72344        0.29828       -1.48160           9.68704              0.0        100001.0
 148  drift     38.77000        8.32611       -0.29216        0.37653        0.36133        1.16413        1.25042        0.92363        5.97887        0.00298           0.11525             0.19773             0.26364             0.11529             0.19557             0.25766             3.08000            13.98077            84.73193          0.06921       -0.14631       -0.18302       -0.44603        0.13420        3.96608       -1.57564        0.66033       -1.48894        0.60789        0.19704           3.16296              0.0        100001.0
 149  drift     38.87500        8.32612       -0.29208        0.38602        0.37068        1.18909        1.28221        0.95212        6.25724        0.00298           0.11525             0.19766             0.26355             0.11529             0.19553             0.25762             3.07992            13.98324            84.74691          0.06768       -0.14629       -0.18771       -0.44607        0.13420        4.07767       -1.63406        0.69405       -1.54747        0.63979        0.32273           3.36118              0.0        100001.0
 150  sol3d     39.37500        8.32614       -0.29181        0.39445        0.38345        1.11557        1.30361        1.23225        7.68807        0.00298           0.11628             0.19669             0.25711             0.11505             0.19773             0.24935             3.08127            14.01521            84.94064         -0.01358       -0.13528       -0.19690        0.36889        0.13420        4.61314        0.89570        0.71827        0.83607        0.68602        0.92318           5.62748              0.0        100001.0
 151  drift     39.53000        8.32615       -0.29173        0.38695        0.37634        1.09339        1.27218        1.35181        8.14097        0.00298           0.11629             0.19700             0.25718             0.11506             0.19768             0.24928             3.08109            14.02891            85.02367         -0.01568       -0.13528       -0.19118        0.36883        0.13420        4.77760        0.85258        0.69118        0.79351        0.66079        1.10981           6.77288              0.0        100001.0
 152  cav       39.89000        8.35160       -0.03068        0.37845        0.36858        1.06438        1.22442        1.59591        8.85004        0.00225           0.11613             0.19681             0.25693             0.11489             0.19727             0.24876             3.07964            13.96399            85.14629         -0.02125       -0.17417       -0.18106        0.17627        0.13423        4.98673       -0.05175        0.66217       -0.07345        0.63487        0.88359           9.44828              0.0        100001.0
